ACCESS TYPE;;YEAR;;AUTHOR NAME;;SUBJECT AREA;;DOCUMENT TYPE;;PUBLICATION STAGE;;SOURCE TITLE;;KEYWORD;;AFFILIATION;;FUNDING SPONSOR;;COUNTRY;;SOURCE TYPE;;LANGUAGE;
;;;;Bellizzi, S.;1;;;;;;;Indian Journal Of Public Health;1;Public Health;4;Ospedale di Bergamo;1;;;;;;;;
;;;;Bello-Corassa, R.;1;;;;;;;Interface Communication Health Education;1;Quantitative Analysis;4;Gynécologie Sans Frontières;1;;;;;;;;
;;;;Belotti, F.;1;;;;;;;International Development Planning Review;1;Responsibility;4;Maison de la Santé;1;;;;;;;;
;;;;Bernales, M.;1;;;;;;;International Journal For Crime Justice And Social Democracy;1;Sexism;4;Independent Consultant;1;;;;;;;;
;;;;Bernardes, J.M.;1;;;;;;;International Journal Of Environmental Research And Public Health;1;Violence Against Women And Girls;4;UNIFACISA;1;;;;;;;;
;;;;Berry, M.E.;1;;;;;;;International Quarterly Of Community Health Education;1;Adolescent;3;Women for Women International;1;;;;;;;;
;;;;Betti, G.;1;;;;;;;International Relations;1;Asylum;3;Women for Women International;1;;;;;;;;
;;;;Bettio, F.;1;;;;;;;International Review Of Victimology;1;Battered Woman;3;Gender Studies and Human Rights Documentation Centre;1;;;;;;;;
;;;;Bianchi, R.;1;;;;;;;Journal Of Advanced Research In Dynamical And Control Systems;1;Capacity Building;3;Development Geography;1;;;;;;;;
;;;;Black, A.;1;;;;;;;Journal Of African Media Studies;1;Counseling;3;Sasol;1;;;;;;;;
;;;;Bloom, T.;1;;;;;;;Journal Of Child Sexual Abuse;1;Crime;3;Provincial Prossecutor of Kamavota;1;;;;;;;;
;;;;Bloom, T.L.;1;;;;;;;Journal Of Community Psychology;1;Demography;3;Scholarship holder;1;;;;;;;;
;;;;Bohner, G.;1;;;;;;;Journal Of Ethnic And Cultural Diversity In Social Work;1;Empowerment;3;Centre hospitalier service de gynécologie-obstétrique;1;;;;;;;;
;;;;Bonilla, E.;1;;;;;;;Journal Of Forensic And Legal Medicine;1;Exploratory Research;3;Haut Conseil à l’égalité entre les femmes et les hommes;1;;;;;;;;
;;;;Boracchi, M.;1;;;;;;;Journal Of Gender Studies;1;Family Health;3;Batik Islamic University;1;;;;;;;;
;;;;Bouka, Y.;1;;;;;;;Journal Of Immigrant And Minority Health;1;Gender Equality;3;Asylum Program;1;;;;;;;;
;;;;Boyle, K.M.;1;;;;;;;Journal Of International Women S Studies;1;Guilt;3;Women for Women International;1;;;;;;;;
;;;;Brancato, C.J.;1;;;;;;;Journal Of Korean Studies;1;Humans;3;Medical Epidemiologist;1;;;;;;;;
;;;;Branston, A.;1;;;;;;;Journal Of Latin American Studies;1;Latin America;3;Punjab State Legal Services Authority;1;;;;;;;;
;;;;Brown, S.;1;;;;;;;Journal Of Reproductive And Infant Psychology;1;Leadership;3;Cambodian Center on Human Rights;1;;;;;;;;
;;;;Brunton-Smith, I.;1;;;;;;;Journal Of Social Welfare And Family Law;1;Masculinity;3;Home Office Analysis and Insight;1;;;;;;;;
;;;;Bullock, L.F.C.;1;;;;;;;Latin American And Caribbean Ethnic Studies;1;Mental Health;3;Indian Council of Social Science ICSSR Supported On-going Research Project by the Authors;1;;;;;;;;
;;;;Burke, T.;1;;;;;;;Medico Legal Journal;1;Narrative;3;Boromarajonani College of Nursing Khon Kaen;1;;;;;;;;
;;;;Burman, M.;1;;;;;;;Nursing Forum;1;Organization;3;University of Johannesburg;1;;;;;;;;
;;;;Bush, H.M.;1;;;;;;;Pacific Rim International Journal Of Nursing Research;1;Police;3;University of Illinois at Urbana-Champaign;1;;;;;;;;
;;;;Camellia, S.;1;;;;;;;Pilot And Feasibility Studies;1;Poverty;3;Emory University;1;;;;;;;;
;;;;Canto, J.M.;1;;;;;;;Politics And Gender;1;Primary Health Care;3;Universitat de Barcelona;1;;;;;;;;
;;;;Carbin, M.;1;;;;;;;Psicologia USP;1;Qualitative Analysis;3;Yenepoya University, Yenepoya Medical College;1;;;;;;;;
;;;;Carlos, D.M.;1;;;;;;;Psychology In Russia State Of The Art;1;Randomized Controlled Trial;3;Universidade Federal Fluminense;1;;;;;;;;
;;;;Carneiro, J.B.;1;;;;;;;Public Health;1;Risk Factor;3;Georgetown University School of Medicine;1;;;;;;;;
;;;;Casana-Jara, K.M.;1;;;;;;;Qualitative Inquiry;1;Semi Structured Interview;3;University of South Africa;1;;;;;;;;
;;;;Case, J.;1;;;;;;;Race And Justice;1;Sexual Assault;3;Universiteit van Amsterdam;1;;;;;;;;
;;;;Castanheira, E.R.L.;1;;;;;;;Review Of Economics Of The Household;1;Sexual Harassment;3;McGill University;1;;;;;;;;
;;;;Castro, R.;1;;;;;;;Revista Brasileira De Ciencias Sociais;1;Systematic Review;3;Harvard Medical School;1;;;;;;;;
;;;;Chagnon, N.;1;;;;;;;Revista Brasileira De Epidemiologia;1;Trauma;3;London Metropolitan University;1;;;;;;;;
;;;;Chambers, L.;1;;;;;;;Revista Da Escola De Enfermagem;1;United States;3;Università degli Studi di Siena;1;;;;;;;;
;;;;Chatterji, S.;1;;;;;;;Revista Latino Americana De Enfermagem;1;War;3;The George Washington University;1;;;;;;;;
;;;;Chelli, F.M.;1;;;;;;;Revista Peruana De Medicina Experimental Y Salud Publica;1;Women;3;Norfolk State University;1;;;;;;;;
;;;;Chirwa, E.D.;1;;;;;;;Sexuality And Culture;1;Women's Health;3;Universidad de Malaga;1;;;;;;;;
;;;;Choi, J.J.;1;;;;;;;Social Indicators Research;1;Armed Conflict;2;University of Arkansas - Fayetteville;1;;;;;;;;
;;;;Ciaschini, C.;1;;;;;;;Test Engineering And Management;1;Attitudes;2;Libera Università Maria Ss. Assunta;1;;;;;;;;
;;;;Clark, C.J.;1;;;;;;;Texto E Contexto Enfermagem;1;Bangladesh;2;Universidade Federal de Alagoas;1;;;;;;;;
;;;;Clear, E.R.;1;;;;;;;Trauma Violence And Abuse;1;Budget;2;Mayo Clinic;1;;;;;;;;
;;;;Cleveland, M.J.;1;;;;;;;Violence And Victims;1;Bystander;2;UNESP-Universidade Estadual Paulista;1;;;;;;;;
;;;;Cobo, B.;1;;;;;;;Wellcome Open Research;1;COVID-19;2;Universidad de Deusto;1;;;;;;;;
;;;;Coker, A.L.;1;;;;;;;Women S Studies International Forum;1;Calculation;2;Universidade Federal do Rio Grande do Sul;1;;;;;;;;
;;;;Coker-Appiah, D.;1;;;;;;;;;Campus Sexual Violence;2;Ospedale Maggiore Policlinico Milano;1;;;;;;;;
;;;;Colombini, M.;1;;;;;;;;;Case Report;2;Georgetown Law;1;;;;;;;;
;;;;Comrie, C.;1;;;;;;;;;Cause Of Death;2;University of Kentucky College of Medicine;1;;;;;;;;
;;;;Comunello, F.;1;;;;;;;;;Child Protection;2;Massey University Manawatu;1;;;;;;;;
;;;;Contreras-Urbina, M.;1;;;;;;;;;Childbirth;2;Murdoch Children's Research Institute;1;;;;;;;;
;;;;Corboz, J.;1;;;;;;;;;College;2;Linköpings universitet;1;;;;;;;;
;;;;Corradi, C.;1;;;;;;;;;College Student;2;Northern Illinois University;1;;;;;;;;
;;;;Costa, F.;1;;;;;;;;;Community;2;Université Sorbonne Paris Nord;1;;;;;;;;
;;;;Costa, R.M.;1;;;;;;;;;Conceptual Framework;2;All India Institute of Medical Sciences, New Delhi;1;;;;;;;;
;;;;Critelli, F.;1;;;;;;;;;Consultation;2;University of Colorado Health Sciences Center;1;;;;;;;;
;;;;Côté, I.;1;;;;;;;;;Coronavirus Disease 2019;2;University of Minnesota Duluth;1;;;;;;;;
;;;;Das, N.;1;;;;;;;;;Crime Against Women;2;Universitat de Girona;1;;;;;;;;
;;;;Datta, A.;1;;;;;;;;;Criminal Justice;2;Università degli Studi di Sassari;1;;;;;;;;
;;;;Davidov, D.;1;;;;;;;;;Data Analysis;2;Westfield State University;1;;;;;;;;
;;;;Dawson, M.;1;;;;;;;;;Dating Violence;2;Washington University in St. Louis;1;;;;;;;;
;;;;De, M.;1;;;;;;;;;Disability;2;The University of British Columbia;1;;;;;;;;
;;;;Dearing, A.;1;;;;;;;;;Drug Efficacy;2;Dartmouth College;1;;;;;;;;
;;;;Del Gobbo, A.;1;;;;;;;;;Effect Size;2;Luddy School of Informatics, Computing, and Engineering;1;;;;;;;;
;;;;Delage, P.;1;;;;;;;;;Europe;2;Queensland University of Technology QUT;1;;;;;;;;
;;;;Delaney, R.;1;;;;;;;;;Extended Family;2;Universidade Federal da Paraiba;1;;;;;;;;
;;;;Delespine, M.;1;;;;;;;;;Family Violence;2;RMIT University;1;;;;;;;;
;;;;Delgado-Álvarez, C.;1;;;;;;;;;Fear;2;King's College London;1;;;;;;;;
;;;;Deniz, D.;1;;;;;;;;;Feminism;2;Université de Sherbrooke;1;;;;;;;;
;;;;Deosthali, P.;1;;;;;;;;;France;2;Karolinska Institutet;1;;;;;;;;
;;;;De Dieu Hategekimana, J.;1;;;;;;;;;Gender Disparity;2;Laurentian University;1;;;;;;;;
;;;;Dias, A.;1;;;;;;;;;Gender Relations;2;Howard University;1;;;;;;;;
;;;;Dos Santos, R.C.;1;;;;;;;;;Ghana;2;Khon Kaen Regional Hospital;1;;;;;;;;
;;;;Dugal, C.;1;;;;;;;;;Health Auxiliary;2;Universiteit Antwerpen;1;;;;;;;;
;;;;Dungdung, G.P.;1;;;;;;;;;Health Care Facility;2;University of Hawaiʻi at Mānoa;1;;;;;;;;
;;;;Duthe, A.;1;;;;;;;;;Health Care Personnel;2;Universidade Federal de Sao Carlos;1;;;;;;;;
;;;;D’oliveira, A.F.P.L.;1;;;;;;;;;Health Care Professionals;2;Universidade Federal de Sao Paulo;1;;;;;;;;
;;;;Edin, K.;1;;;;;;;;;Health Promotion;2;University of Denver;1;;;;;;;;
;;;;Einstein, G.;1;;;;;;;;;Heterosexuality;2;Universität Bielefeld;1;;;;;;;;
;;;;Ekşi, Z.;1;;;;;;;;;Homicide;2;University of Guelph;1;;;;;;;;
;;;;Ellsberg, M.;1;;;;;;;;;Household;2;Queen's University, Kingston;1;;;;;;;;
;;;;Evans, Y.;1;;;;;;;;;Human Tissue;2;University of Witwatersrand;1;;;;;;;;
;;;;Fajri, R.N.;1;;;;;;;;;Humanitarian;2;Bryn Mawr College;1;;;;;;;;
;;;;Fakunmoju, S.B.;1;;;;;;;;;Implementation;2;Women's College Hospital;1;;;;;;;;
;;;;Farina, G.;1;;;;;;;;;Incidence;2;University of New Brunswick;1;;;;;;;;
;;;;Fattah, K.N.;1;;;;;;;;;Inclusion;2;Saint Michael's Hospital University of Toronto;1;;;;;;;;
;;;;Feder, G.;1;;;;;;;;;Information System;2;University of Ghana;1;;;;;;;;
;;;;Fenton, R.A.;1;;;;;;;;;Intimate Partner Violence Against Women;2;Ministerio da Saude;1;;;;;;;;
;;;;Ferrer, L.;1;;;;;;;;;Law;2;University of South Carolina;1;;;;;;;;
;;;;Fitz-Gibbon, K.;1;;;;;;;;;Law Enforcement;2;Washington State University Pullman;1;;;;;;;;
;;;;Flatley, J.;1;;;;;;;;;Learning;2;San Diego State University;1;;;;;;;;
;;;;Ford-Gilboe, M.;1;;;;;;;;;Manager;2;Monash University;1;;;;;;;;
;;;;Frazer, E.;1;;;;;;;;;Marriage;2;University of Birmingham;1;;;;;;;;
;;;;Frenette, M.;1;;;;;;;;;Media;2;University of Surrey;1;;;;;;;;
;;;;Fritz, N.;1;;;;;;;;;Meta Analysis;2;West Virginia University;1;;;;;;;;
;;;;Frías, S.M.;1;;;;;;;;;Mexico;2;Universiteit van Pretoria;1;;;;;;;;
;;;;Gagrai, S.;1;;;;;;;;;Mortality Rate;2;Universidade de Pernambuco;1;;;;;;;;
;;;;Gainsbury, A.N.;1;;;;;;;;;Multiple Trauma;2;Ege Üniversitesi;1;;;;;;;;
;;;;Garcia Moreno, C.;1;;;;;;;;;Neoliberalism;2;Queen Mary, University of London;1;;;;;;;;
;;;;Garcia, L.M.;1;;;;;;;;;Nicaragua;2;University of Central Florida;1;;;;;;;;
;;;;Garcia, L.P.;1;;;;;;;;;Nigeria;2;University of Durham;1;;;;;;;;
;;;;García-Moreno, C.;1;;;;;;;;;Nursing;2;Universidad de Burgos;1;;;;;;;;
;;;;Gartland, D.;1;;;;;;;;;Obstetric Violence;2;Instituto de Pesquisa Economica Aplicada;1;;;;;;;;
;;;;Gentile, G.;1;;;;;;;;;Ontario;2;New College, Oxford;1;;;;;;;;
;;;;Gibson, M.A.;1;;;;;;;;;Pandemic;2;Georgetown University;1;;;;;;;;
;;;;Girard, M.;1;;;;;;;;;Patient Referral;2;University of Strathclyde;1;;;;;;;;
;;;;Glass, N.;1;;;;;;;;;Peru;2;Universidade de Brasília;1;;;;;;;;
;;;;Godbout, N.;1;;;;;;;;;Physical Abuse;2;The University of North Carolina at Chapel Hill;1;;;;;;;;
;;;;Gomes, N.P.;1;;;;;;;;;Policy Implementation;2;The University of Sydney;1;;;;;;;;
;;;;Gomes, N.P.;1;;;;;;;;;Psychology;2;Lakehead University;1;;;;;;;;
;;;;González-Castro, J.L.;1;;;;;;;;;Psychotrauma;2;University of Exeter;1;;;;;;;;
;;;;Gram, L.;1;;;;;;;;;Public Health Problem;2;University of Oxford;1;;;;;;;;
;;;;Gupta, J.;1;;;;;;;;;Questionnaire;2;Virginia Polytechnic Institute and State University;1;;;;;;;;
;;;;Gurmu, E.;1;;;;;;;;;Rape Myth Acceptance;2;Universidad de Alcala;1;;;;;;;;
;;;;Gutura, P.;1;;;;;;;;;Risk Assessment;2;Universidad de Granada;1;;;;;;;;
