ACCESS TYPE;;YEAR;;AUTHOR NAME;;SUBJECT AREA;;DOCUMENT TYPE;;PUBLICATION STAGE;;SOURCE TITLE;;KEYWORD;;AFFILIATION;;FUNDING SPONSOR;;COUNTRY;;SOURCE TYPE;;LANGUAGE;
;;;;Florimbio, A.R.;4;Immunology and Microbiology;3;;;;;Journal Of Child And Adolescent Trauma;6;Human Experiment;162;The University of Queensland;10;National Institute of Justice;6;South Africa;16;;;;
;;;;Gregory, A.;4;Materials Science;1;;;;;Journal Of Forensic And Legal Medicine;6;Controlled Study;156;Johns Hopkins School of Nursing;9;Canadian Institutes of Health Research;5;France;15;;;;
;;;;Lifshitz, J.;4;Mathematics;4;;;;;Juvenile And Family Court Journal;6;Young Adult;145;Universidade de Sao Paulo - USP;9;Centers for Disease Control and Prevention;5;China;14;;;;
;;;;Offermans, A.M.;4;Medicine;544;;;;;Affilia Journal Of Women And Social Work;5;Middle Aged;136;University of New South Wales UNSW Australia;9;Conselho Nacional de Desenvolvimento CientÃ­fico e TecnolÃ³gico;5;Netherlands;14;;;;
;;;;Richards, T.N.;4;Multidisciplinary;17;;;;;Aggression And Violent Behavior;5;Prevalence;131;Bristol Medical School;9;European Commission;5;South Korea;13;;;;
;;;;Rizo, C.F.;4;Neuroscience;20;;;;;BMC Pregnancy And Childbirth;5;Risk Factor;129;University of Illinois at Chicago;8;National Institute on Drug Abuse;5;Indonesia;12;;;;
;;;;Shorey, R.C.;4;Nursing;49;;;;;British Journal Of General Practice;5;Questionnaire;115;University of Cambridge;8;United States Agency for International Development;5;Switzerland;11;;;;
;;;;Stanley, N.;4;Pharmacology, Toxicology and Pharmaceutics;10;;;;;Child And Family Social Work;5;Child Abuse;111;Johns Hopkins University;7;University of Bristol;5;Israel;10;;;;
;;;;Stuart, G.L.;4;Psychology;427;;;;;Gender Place And Culture;5;Victim;111;University of Pennsylvania;7;Administration for Children and Families;4;New Zealand;10;;;;
;;;;Stylianou, A.M.;4;Social Sciences;439;;;;;Health Care For Women International;5;Priority Journal;99;Queensland University of Technology QUT;7;Bill and Melinda Gates Foundation;4;Poland;10;;;;
;;;;Alexander, J.H.;3;Veterinary;2;;;;;Indian Journal Of Community Medicine;5;Mental Health;94;Arizona State University Downtown Phoenix Campus;7;CoordenaÃ§Ã£o de AperfeiÃ§oamento de Pessoal de NÃ­vel Superior;4;Colombia;9;;;;
;;;;Azeredo, C.M.;3;;;;;;;Sexualities;5;Cross-sectional Study;89;Flinders University;7;Family and Youth Services Bureau;4;Pakistan;9;;;;
;;;;Baird, K.;3;;;;;;;ACM International Conference Proceeding Series;4;Gender;83;The University of Utah;7;Medical Research Council;4;Bangladesh;8;;;;
;;;;Barnes, R.;3;;;;;;;Alternative Law Journal;4;Risk Factors;83;Columbia University in the City of New York;7;National Institute of Child Health and Human Development;4;Belgium;7;;;;
;;;;Callaghan, J.E.M.;3;;;;;;;Archives Of Women S Mental Health;4;Interview;79;London School of Hygiene &amp;;;;;;;;;
;;;;Davis, M.;3;;;;;;;Cadernos De Saude Publica;4;Aged;78;University of Western Australia;7;University Hospitals Bristol NHS Foundation Trust;4;Ireland;7;;;;
;;;;Donovan, C.;3;;;;;;;Child Abuse And Neglect Forensic Issues In Evidence Impact And Management;4;Violence;78;Emory University;6;Australia’s National Research Organisation for Women’s Safety;3;Malaysia;7;;;;
;;;;Edwards, K.M.;3;;;;;;;Family Court Review;4;Surveys And Questionnaires;76;Florida State University;6;Center for Outcomes Research and Evaluation, Yale School of Medicine;3;Mexico;7;;;;
;;;;Feder, G.;3;;;;;;;Frontiers In Psychology;4;Review;74;University of Calgary;6;Fogarty International Center;3;Uganda;7;;;;
;;;;Fedina, L.;3;;;;;;;Health And Social Care In The Community;4;Physical Abuse;73;Virginia Commonwealth University;6;John D. and Catherine T. MacArthur Foundation;3;Finland;6;;;;
;;;;Fellin, L.C.;3;;;;;;;Indian Journal Of Public Health Research And Development;4;Clinical Article;72;McGill University;6;Monash University;3;Greece;6;;;;
;;;;Gillespie, L.K.;3;;;;;;;Journal Of Affective Disorders;4;Depression;69;The University of Manchester;6;National Institute on Minority Health and Health Disparities;3;Japan;6;;;;
;;;;Gomes, N.P.;3;;;;;;;Journal Of Aggression Conflict And Peace Research;4;Family Violence;69;Uppsala Universitet;6;Office for Victims of Crime;3;Nigeria;6;;;;
;;;;Graham, L.M.;3;;;;;;;Journal Of Family Issues;4;Pregnancy;69;University of Manitoba;6;Office of Justice Programs;3;Austria;5;;;;
;;;;Grogan-Kaylor, A.;3;;;;;;;Journal Of International Women S Studies;4;Emotional Abuse;67;Washington University in St. Louis;6;Robert Wood Johnson Foundation;3;Egypt;5;;;;
;;;;Haselschwerdt, M.L.;3;;;;;;;Lancet;4;Sexual Violence;67;Universitetet i Oslo;6;South African Medical Research Council;3;Ethiopia;5;;;;
;;;;Henderson, J.;3;;;;;;;Maternal And Child Health Journal;4;Mental Disease;65;University of Washington, Seattle;6;State Government of Victoria;3;Ghana;5;;;;
;;;;Hlavaty, K.;3;;;;;;;Preventive Medicine;4;Cross-Sectional Studies;64;The University of Tennessee, Knoxville;6;Substance Abuse and Mental Health Services Administration;3;Nepal;5;;;;
;;;;Holt, S.;3;;;;;;;Revue Medicale De Bruxelles;4;Education;64;Western Sydney University;6;Tabriz University of Medical Sciences;3;Afghanistan;4;;;;
;;;;Jackson, D.B.;3;;;;;;;Systematic Reviews;4;Qualitative Research;63;Deakin University;6;University of Houston;3;Denmark;4;;;;
;;;;Kim, C.;3;;;;;;;Annals Of Emergency Medicine;3;United States;63;University of Birmingham;6;World Bank Group;3;Kenya;4;;;;
;;;;Koziol-McLain, J.;3;;;;;;;BMC Psychiatry;3;Perception;62;Iran University of Medical Sciences;6;Agence Nationale de la Recherche;2;Russian Federation;4;;;;
;;;;Messing, J.T.;3;;;;;;;BMC Public Health;3;Prevention And Control;58;University of Maryland, Baltimore County;6;American Foundation for Suicide Prevention;2;Thailand;4;;;;
;;;;Miller, E.;3;;;;;;;BMJ;3;Child Parent Relation;56;University of Stirling;6;American Society for the Prevention of Cruelty to Animals;2;Chile;3;;;;
;;;;Miller-Graff, L.E.;3;;;;;;;Ciencia E Saude Coletiva;3;Offender;56;University of Edinburgh;6;Australiaâs National Research Organisation for Womenâs Safety;2;Cyprus;3;;;;
;;;;Myhill, A.;3;;;;;;;Criminology And Criminal Justice;3;Physical Violence;55;University of New Hampshire Durham;6;Blue Cross Blue Shield of Michigan Foundation;2;Lebanon;3;;;;
;;;;Nnawulezi, N.;3;;;;;;;Eastern Mediterranean Health Journal;3;Exposure To Violence;54;University of Ottawa, Canada;6;Center for Mental Health Services;2;Mozambique;3;;;;
;;;;Paavilainen, E.;3;;;;;;;Indian Journal Of Forensic Medicine And Toxicology;3;Risk Assessment;54;Texas State University;6;China Scholarship Council;2;Portugal;3;;;;
;;;;Radcliffe, P.;3;;;;;;;Infant Mental Health Journal;3;Sexual Assault;54;University of Central Lancashire;6;Collaboration for Leadership in Applied Health Research and Care - Greater Manchester;2;Saudi Arabia;3;;;;
;;;;Ragavan, M.I.;3;;;;;;;JAMA Internal Medicine;3;Crime Victim;52;McMaster University;6;Coordenação de Aperfeiçoamento de Pessoal de Nível Superior;2;Croatia;2;;;;
;;;;Restrepo, D.;3;;;;;;;Journal Of Biosocial Science;3;Social Support;52;Université libre de Bruxelles ULB;5;Council of State and Territorial Epidemiologists;2;Fiji;2;;;;
;;;;Roland, M.;3;;;;;;;Journal Of Medical Internet Research;3;Survivor;52;The University of Texas at Arlington;5;Department for International Development;2;Hungary;2;;;;
;;;;Rothman, E.F.;3;;;;;;;Pediatric Annals;3;Posttraumatic Stress Disorder;50;Boston Medical Center;5;Deutsche Forschungsgemeinschaft;2;Iceland;2;;;;
;;;;Tarzia, L.;3;;;;;;;Politics And Gender;3;Crime Victims;49;Yale University;5;European Regional Development Fund;2;Iraq;2;;;;
;;;;Williamson, E.;3;;;;;;;Psychiatry Psychology And Law;3;Homicide;48;La Trobe University;5;European Research Council;2;Kazakhstan;2;;;;
;;;;Wolford-Clevenger, C.;3;;;;;;;Psychoterapia;3;Systematic Review;48;University of Arizona College of Medicine – Phoenix;5;Foundation for the National Institutes of Health;2;Palestine;2;;;;
;;;;Wood, L.;3;;;;;;;Reproductive Health;3;Epidemiology;46;Western University;5;FundaÃ§Ã£o de Amparo Ã  Pesquisa do Estado de SÃ£o Paulo;2;Peru;2;;;;
;;;;Adams, A.E.;2;;;;;;;Revista Colombiana De Psiquiatria;3;Procedures;46;Trinity College Dublin;5;Fundação de Amparo à Pesquisa do Estado da Bahia;2;Philippines;2;;;;
;;;;Adhia, A.;2;;;;;;;Social Science And Medicine;3;Women;46;University of Zurich;5;George Mason University;2;Romania;2;;;;
;;;;Alexander, K.A.;2;;;;;;;Victims And Offenders;3;Sexual Abuse;44;University of Tasmania;5;Government of the United Kingdom;2;Singapore;2;;;;
;;;;Anderson, D.;2;;;;;;;Violence And Gender;3;Mother;42;University of Ghana;5;Harold Simmons Foundation;2;Sri Lanka;2;;;;
;;;;Andrews, N.C.Z.;2;;;;;;;Ahuri Final Report;2;Preschool Child;42;George Mason University, Fairfax Campus;5;Honeywell Hometown Solutions;2;Trinidad and Tobago;2;;;;
;;;;Arcidiacono, C.;2;;;;;;;American Journal Of Community Psychology;2;Sexuality;41;University of Notre Dame;5;Horizon 2020 Framework Programme;2;Venezuela;2;;;;
;;;;Ascione, F.R.;2;;;;;;;Annals Of Agricultural And Environmental Medicine;2;Socioeconomics;41;Centers for Disease Control and Prevention;5;Institute for Children, Youth, and Families;2;Viet Nam;2;;;;
;;;;Assink, M.;2;;;;;;;Aquichan;2;Battered Women;40;University of Central Florida;5;Johns Hopkins Bloomberg School of Public Health;2;Argentina;1;;;;
;;;;Ayton, D.;2;;;;;;;Archives Of Sexual Behavior;2;Marriage;40;UCL;5;Johns Hopkins University;2;Barbados;1;;;;
;;;;Babcock, J.;2;;;;;;;Australasian Psychiatry;2;Human Tissue;39;University of Delaware;5;Joyce Foundation;2;Benin;1;;;;
;;;;Babcock, J.C.;2;;;;;;;BJOG An International Journal Of Obstetrics And Gynaecology;2;Statistics And Numerical Data;39;University of Cincinnati;5;Kansas Department for Children and Families;2;Bosnia and Herzegovina;1;;;;
;;;;Bair-Merritt, M.;2;;;;;;;BMC International Health And Human Rights;2;Human Relation;38;McMaster University, Faculty of Health Sciences;5;Ministerio de Ciencia e InnovaciÃ³n;2;Bulgaria;1;;;;
;;;;Bakon, S.;2;;;;;;;BMC Medical Informatics And Decision Making;2;Infant;36;Tehran University of Medical Sciences;5;National Center for Health Statistics;2;Cambodia;1;;;;
;;;;Barbosa, K.G.N.;2;;;;;;;British Journal Of Criminology;2;Women's Health;36;Stockholms universitet;5;National Center for Injury Prevention and Control;2;Cameroon;1;;;;
;;;;Bartlett, J.D.;2;;;;;;;British Journal Of Social Work;2;Awareness;35;University of Memphis;5;National Institute for Occupational Safety and Health;2;Cuba;1;;;;
;;;;Becho, J.;2;;;;;;;Children And Youth Services Review;2;Trauma;35;University of Southern California;5;National Institute for Social Care and Health Research;2;Democratic Republic Congo;1;;;;
;;;;Beck, T.;2;;;;;;;Clinical Social Work Journal;2;Anxiety;34;University of Minnesota Twin Cities;5;National Institute of Allergy and Infectious Diseases;2;Ecuador;1;;;;
;;;;Bellini, R.;2;;;;;;;Crime And Delinquency;2;Battered Woman;34;Massachusetts General Hospital;5;National Institute of Neurological Disorders and Stroke;2;Jordan;1;;;;
;;;;Bellis, M.A.;2;;;;;;;Criminal Justice And Behavior;2;Empowerment;34;University of California, San Diego;5;Norges ForskningsrÃ¥d;2;Lithuania;1;;;;
;;;;Berta, M.;2;;;;;;;Current Psychiatry Reports;2;Outcome Assessment;34;Safe Horizon;4;Nuffield Foundation;2;Luxembourg;1;;;;
;;;;Bomsta, H.;2;;;;;;;Current Women S Health Reviews;2;Sexual Crime;34;Telethon Kids Institute;4;Office on Violence Against Women;2;Senegal;1;;;;
;;;;Bondi, B.C.;2;;;;;;;Development And Psychopathology;2;Socioeconomic Factors;34;Case Western Reserve University;4;Public Health Agency of Canada;2;Serbia;1;;;;
;;;;Boodram, C.A.S.;2;;;;;;;Drug And Alcohol Review;2;Adverse Childhood Experiences;33;Barrow Neurological Institute;4;Saint Louis University;2;Slovakia;1;;;;
;;;;Both, L.M.;2;;;;;;;Encephale;2;Cultural Contexts;33;London School of Economics and Political Science;4;School of Social Work, University of Maryland;2;Tanzania;1;;;;
;;;;Bott, S.;2;;;;;;;Environment And Planning A;2;Drug Dependence;33;University of Texas at San Antonio;4;Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung;2;Timor-Leste;1;;;;
;;;;Brustia, P.;2;;;;;;;Evaluation And Program Planning;2;Intervention/treatment;33;The Ohio State University;4;Shahid Beheshti University of Medical Sciences;2;Tunisia;1;;;;
;;;;Brähler, E.;2;;;;;;;Feminist Theory;2;Aggression;32;Arizona State University;4;Sidney Myer Fund;2;United Arab Emirates;1;;;;
;;;;Bulsa, M.;2;;;;;;;Forensic Science International;2;Australia;32;Iowa State University;4;Social Sciences and Humanities Research Council of Canada;2;Uruguay;1;;;;
;;;;Burge, S.K.;2;;;;;;;Frontiers In Public Health;2;Child, Preschool;32;University of Houston;4;Tehran University of Medical Sciences and Health Services;2;Zambia;1;;;;
;;;;Burke, J.G.;2;;;;;;;Health And Social Work;2;Health Survey;32;Simmons University;4;U.S. Department of the Treasury;2;Zimbabwe;1;;;;
;;;;Buttell, F.;2;;;;;;;Humanities And Social Sciences Reviews;2;India;32;The University of North Carolina at Charlotte;4;UNICEF;2;Undefined;34;;;;
;;;;Campbell, J.;2;;;;;;;International Journal Of Drug Policy;2;Self Report;32;City University of New York;4;University of Minnesota;2;;;;;;
;;;;Catallozzi, M.;2;;;;;;;International Journal Of Gynecology And Obstetrics;2;Sex Offenses;32;Northwestern University;4;VetenskapsrÃ¥det;2;;;;;;
;;;;Cheong, Y.F.;2;;;;;;;International Journal Of Law And Psychiatry;2;Retrospective Study;31;Duke University;4;Western University;2;;;;;;
;;;;Chung, D.;2;;;;;;;International Journal Of Legal Medicine;2;Spouse Abuse;31;Hong Kong Polytechnic University;4;World Health Organization;2;;;;;;
;;;;Cimino, A.N.;2;;;;;;;International Journal Of Offender Therapy And Comparative Criminology;2;Attitude To Health;30;The Australian National University;4;York St John University;2;;;;;;
;;;;Clark, C.J.;2;;;;;;;International Journal Of Public Health;2;Decision Making;30;Purdue University;4;ACADIA Pharmaceuticals;1;;;;;;
;;;;Clemens, V.;2;;;;;;;International Journal Of Social Psychiatry;2;Parenting;29;University of Groningen;4;ACT Government;1;;;;;;
;;;;Clerici, M.;2;;;;;;;International Journal Of Women S Health;2;Poverty;29;Università degli Studi di Torino;4;Agency for Healthcare Research and Quality;1;;;;;;
;;;;Cook Heffron, L.;2;;;;;;;International Journal Of Women S Health And Reproduction Sciences;2;Sexual Partners;29;Universidade Federal da Bahia;4;Agricultural and Applied Economics Association;1;;;;;;
;;;;Corboz, J.;2;;;;;;;JAMA Network Open;2;Substance Abuse;29;University of Maryland, Baltimore;4;Alabama Agricultural Experiment Station;1;;;;;;
;;;;Coston, B.M.;2;;;;;;;Journal Of Adult Protection;2;Suicide;29;Universidade Federal de Sao Paulo;4;Alberta Children's Hospital Foundation;1;;;;;;
;;;;Crowe, A.;2;;;;;;;Journal Of Behavioral Medicine;2;Violence Against Women;29;Universidade Federal de Uberlandia;4;Alberta Heritage Foundation for Medical Research;1;;;;;;
;;;;Cuddeback, G.S.;2;;;;;;;Journal Of Clinical Nursing;2;Child Protection;28;University of Kansas, Lawrence;4;Alberta Innovates;1;;;;;;
;;;;Daruwalla, N.;2;;;;;;;Journal Of Community Psychology;2;Children;28;University of Pittsburgh;4;Alfred P. Sloan Foundation;1;;;;;;
;;;;DeVylder, J.;2;;;;;;;Journal Of Industrial Relations;2;Dating Violence;28;Brigham and Women's Hospital;4;American Geriatrics Society;1;;;;;;
;;;;Dejaco, D.;2;;;;;;;Journal Of Marriage And Family;2;Domestic Abuse;28;Southern Methodist University;4;American Heart Association;1;;;;;;
;;;;Diemer, K.;2;;;;;;;Journal Of Social Work;2;Gender Based Violence;28;University of New England Australia;4;American Psychiatric Publishing;1;;;;;;
;;;;Dingle, G.A.;2;;;;;;;Journal Of Trauma And Dissociation;2;Health Care Personnel;28;The University of North Carolina at Greensboro;4;American Psychological Association;1;;;;;;
;;;;Dolatian, M.;2;;;;;;;Lancet Child And Adolescent Health;2;Personal Experience;28;University of Texas Health Science Center at San Antonio;4;American Public Power Association;1;;;;;;
;;;;Douglas, E.M.;2;;;;;;;Lecture Notes In Computer Science Including Subseries Lecture Notes In Artificial Intelligence And Lecture Notes In Bioinformatics;2;Public Health;28;University of Nebraska at Omaha;4;American Research Institute in Turkey;1;;;;;;
;;;;Durfee, A.;2;;;;;;;Men And Masculinities;2;Alcohol Consumption;27;Royal Holloway, University of London;4;American Society for Clinical Pathology;1;;;;;;
;;;;East, L.;2;;;;;;;National Medical Journal Of India;2;Brazil;27;Carl T. Hayden VA Medical Center;4;Assistance Publique - HÃ´pitaux de Paris;1;;;;;;
;;;;Easteal, P.;2;;;;;;;Netherlands Quarterly Of Human Rights;2;Child Welfare;27;West Virginia University;4;Association of Academic Physiatrists;1;;;;;;
;;;;Elmquist, J.A.;2;;;;;;;Nurse Education In Practice;2;Follow Up;27;Auckland University of Technology;4;Atkinson Foundation;1;;;;;;
;;;;Eriksson, L.;2;;;;;;;Pediatrics;2;Mental Disorders;27;University of Technology Sydney;4;Australian Education International, Australian Government;1;;;;;;
;;;;Exenberger, S.;2;;;;;;;Peerj;2;Pregnant Woman;27;University of California, Berkeley;4;Australian National Commission for UNESCO;1;;;;;;
;;;;Favaretto, T.C.;2;;;;;;;Plos Medicine;2;United Kingdom;27;Sam Houston State University;4;Blue and You Foundation for a Healthier Arkansas;1;;;;;;
;;;;Fegert, J.M.;2;;;;;;;Police Practice And Research;2;Wellbeing;27;Organisation Mondiale de la Santé;4;BlueCross BlueShield of South Carolina Foundation;1;;;;;;
;;;;Fein, J.A.;2;;;;;;;Policing;2;Childhood Adversity;26;Columbia University Irving Medical Center;4;Bowling Green State University;1;;;;;;
;;;;Fernandes, H.;2;;;;;;;Psychiatric Services;2;Demography;26;St. Louis University;4;Brain and Behavior Research Foundation;1;;;;;;
;;;;Fernet, M.;2;;;;;;;Public Health Forum;2;Semi Structured Interview;26;University of Cumbria;4;Bristol-Myers Squibb Canada;1;;;;;;
;;;;Ferreira, R.C.;2;;;;;;;Qualitative Health Research;2;Substance Use;26;The University of Georgia;4;British Academy;1;;;;;;
;;;;Ferreira, R.J.;2;;;;;;;Qualitative Report;2;Thematic Analysis;26;Central Queensland University;4;British HIV Association;1;;;;;;
;;;;Fisher, C.;2;;;;;;;Qualitative Social Work;2;Crime;25;Curtin University;4;British Heart Foundation;1;;;;;;
;;;;Fisher, J.;2;;;;;;;Race And Class;2;Health Status;25;Bond University;4;Bundesministerium fÃ¼r Bildung und Forschung;1;;;;;;
;;;;Flood, M.;2;;;;;;;Review Of Economics Of The Household;2;Mental Stress;25;University at Buffalo, The State University of New York;4;Bundesministerium fÃ¼r ErnÃ¤hrung und Landwirtschaft;1;;;;;;
;;;;Ford, K.;2;;;;;;;Revista Brasileira De Enfermagem;2;Physician;25;Rutgers University–New Brunswick;4;Bundesministerium fÃ¼r Gesundheit;1;;;;;;
;;;;Forke, C.M.;2;;;;;;;Revista De Saude Publica;2;Substance-Related Disorders;25;The CACTIS Foundation;3;Bureau of Justice Assistance;1;;;;;;
;;;;Franchino-Olsen, H.;2;;;;;;;Sex Roles;2;Abuse;24;Wilfrid Laurier University;3;California Health Care Foundation;1;;;;;;
;;;;Freitas, L.H.M.;2;;;;;;;Sexual And Reproductive Health Matters;2;Caregiver;24;Assiut University;3;Canadian Psychological Association;1;;;;;;
;;;;Gabriel, L.;2;;;;;;;Shiraz E Medical Journal;2;Interpersonal Relations;24;Kansas State University;3;Carle Foundation Hospital;1;;;;;;
;;;;Gadd, D.;2;;;;;;;Social And Legal Studies;2;Police;24;University of Illinois at Urbana-Champaign;3;Catholic University of America;1;;;;;;
;;;;Galano, M.M.;2;;;;;;;Social Work In Mental Health;2;Prenatal Care;24;University of Northampton;3;Center for AIDS Research, University of Washington;1;;;;;;
;;;;Garcia-Moreno, C.;2;;;;;;;Social Work United States;2;Womens Status;24;University of Worcester;3;Centro Nacional de Pesquisa em Energia e Materiais;1;;;;;;
;;;;Gassoumis, Z.D.;2;;;;;;;Sociology Of Health And Illness;2;Assessment;23;Johns Hopkins School of Medicine;3;Chief Scientist Office;1;;;;;;
;;;;Gautam, S.;2;;;;;;;Ssm Population Health;2;Coping Behavior;23;Boise State University;3;Chief Scientist Office, Scottish Government Health and Social Care Directorate;1;;;;;;
;;;;Gezinski, L.B.;2;;;;;;;Women And Birth;2;Counseling;23;University of Sheffield;3;Children’s Trust of South Carolina;1;;;;;;
;;;;Gibbs, A.;2;;;;;;;Women S Health;2;Household;23;Saint Joseph's University, United States;3;China Postdoctoral Science Foundation;1;;;;;;
;;;;Gilchrist, E.;2;;;;;;;World Development;2;Legislation And Jurisprudence;23;Northeastern Illinois University;3;Chinese Academy of Sciences;1;;;;;;
;;;;Gilchrist, G.;2;;;;;;;AIDS Care Psychological And Socio Medical Aspects Of AIDS HIV;1;Prevention;23;Universiteit van Amsterdam;3;City University of Hong Kong;1;;;;;;
;;;;Gilchrist, G.;2;;;;;;;AIDS Education And Prevention;1;Quality Of Life;23;Bar-Ilan University;3;City University of New York;1;;;;;;
;;;;Glass, N.;2;;;;;;;AJOB Neuroscience;1;Social Work;23;University of Haifa;3;Colorado State University;1;;;;;;
;;;;Gonzalez-Pons, K.M.;2;;;;;;;Academic Emergency Medicine;1;Anything Related To Domestic Violence;22;The George Washington University;3;Defense Logistics Agency;1;;;;;;
;;;;Goodman, L.A.;2;;;;;;;Academic Forensic Pathology;1;Attitude Of Health Personnel;22;University of Victoria;3;Department for Child Protection and Family Support;1;;;;;;
;;;;Goodmark, L.;2;;;;;;;Accident Analysis And Prevention;1;Fear;22;University of Pittsburgh Graduate School of Public Health;3;Department for International Development, UK Government;1;;;;;;
;;;;Goodson, A.;2;;;;;;;Acta Medica Iranica;1;Health Personnel Attitude;22;RAND Corporation;3;Department of Communities Office for Youth, Government of Western Australia;1;;;;;;
;;;;Graham-Bermann, S.A.;2;;;;;;;Acta Paediatrica International Journal Of Paediatrics;1;Mothers;22;University of Auckland;3;Department of Education and Training;1;;;;;;
;;;;Gram, L.;2;;;;;;;Acta Paulista De Enfermagem;1;Perceptions Of Domestic Violence;22;The University of Hong Kong;3;Department of Health, Australian Government;1;;;;;;
;;;;Grigorian, H.L.;2;;;;;;;Addiction;1;Reproductive Health;22;University of Washington, Tacoma;3;Department of Obstetrics and Gynecology, University of Wisconsin-Madison;1;;;;;;
;;;;Grisso, J.A.;2;;;;;;;Addictive Behaviors;1;Retrospective Studies;22;Universidade Federal do Rio Grande do Sul;3;Department of Social Services, Australian Government;1;;;;;;
;;;;Gunnell, D.;2;;;;;;;Addictive Disorders And Their Treatment;1;Sex Difference;22;Brigham Young University;3;Directorate for Social, Behavioral and Economic Sciences;1;;;;;;
;;;;Hacskaylo, M.;2;;;;;;;Adolescencia E Saude;1;Childhood;21;University of California, Irvine;3;Direktorat Jenderal Pendidikan Tinggi;1;;;;;;
;;;;Handmaker, H.;2;;;;;;;Advances In Dual Diagnosis;1;Family;21;University of Maryland School of Social Work;3;Direktoratet for Utviklingssamarbeid;1;;;;;;
;;;;Harris, B.A.;2;;;;;;;African Development Review;1;Interviews As Topic;21;Hebrew University of Jerusalem;3;Division of Social and Economic Sciences;1;;;;;;
;;;;Harrison-Breed, C.;2;;;;;;;African Health Sciences;1;Newborn;21;Örebro Universitet;3;Doris Duke Charitable Foundation;1;;;;;;
;;;;Helminen, M.;2;;;;;;;African Journal Of Social Work;1;Parents;21;University of Salford;3;Duke Endowment;1;;;;;;
;;;;Hemenway, D.;2;;;;;;;Ageing And Society;1;Practice Guideline;21;Wayne State University;3;Edith Cowan University;1;;;;;;
;;;;Hino, P.;2;;;;;;;Ageing International;1;Rape;21;Northern Illinois University;3;Emory University;1;;;;;;
;;;;Undefined;6;;;;;;;Agricultural Systems;1;Social Status;21;The Warren Alpert Medical School;3;Undefined;804;;;;;;
