ACCESS TYPE;;YEAR;;AUTHOR NAME;;SUBJECT AREA;;DOCUMENT TYPE;;PUBLICATION STAGE;;SOURCE TITLE;;KEYWORD;;AFFILIATION;;FUNDING SPONSOR;;COUNTRY;;SOURCE TYPE;;LANGUAGE;
;;;;Holland, K.;2;;;;;;;Saude E Sociedade;2;Middle Aged;15;University of KwaZulu-Natal;2;Department for International Development, UK Government;1;Ireland;2;;;;
;;;;Lila, M.;2;;;;;;;Sexual And Reproductive Health Matters;2;Gender-based Violence;14;Universidade Federal da Paraiba;2;Department of Health, Australian Government;1;Israel;2;;;;
;;;;Manu, A.;2;;;;;;;Social Dynamics Of Family Violence Third Edition;2;Questionnaire;13;Universidade Federal de Sao Paulo;2;Durham University;1;Lebanon;2;;;;
;;;;Michau, L.;2;;;;;;;Advances In Gender Research;1;Qualitative Research;12;University of Pittsburgh;2;Emory University;1;Mozambique;2;;;;
;;;;Miller, E.;2;;;;;;;African Journal Of Reproductive Health;1;Review;12;University of Witwatersrand;2;Eunice Kennedy Shriver National Institute of Child Health and Human Development;1;Netherlands;2;;;;
;;;;Moya-Albiol, L.;2;;;;;;;Aggression And Violent Behavior;1;Gender Based Violence;11;University of Toronto;2;European Commission;1;Norway;2;;;;
;;;;Podreka, J.;2;;;;;;;American Journal Of Dance Therapy;1;Human Rights;11;The University of North Carolina at Greensboro;2;European Regional Development Fund;1;Poland;2;;;;
;;;;Semahegn, A.;2;;;;;;;Anali Hrvatskog Politoloskog Drustva;1;Empowerment;10;Hacettepe Üniversitesi;2;European Research Council;1;Portugal;2;;;;
;;;;Sutherland, G.;2;;;;;;;Applied Sciences Switzerland;1;Feminism;10;University of Bristol;2;Family and Youth Services Bureau;1;Slovenia;2;;;;
;;;;Torpey, K.;2;;;;;;;Aquichan;1;Interview;10;Uniwersytet Jagielloński w Krakowie;2;Federación Española de Enfermedades Raras;1;Switzerland;2;;;;
;;;;Tutty, L.M.;2;;;;;;;Archives Of Rheumatology;1;Prevention And Control;10;University of Durham;2;Federal Railroad Administration;1;Bahrain;1;;;;
;;;;Zurbano-Berenguer, B.;2;;;;;;;Archives Of Women S Mental Health;1;Rape;10;University of Canberra;2;Florida Atlantic University;1;Belgium;1;;;;
;;;;van der Heijden, I.;2;;;;;;;Asian Journal Of Criminology;1;Systematic Review;10;University of Strathclyde;2;FundaciÃ³n BBVA;1;Botswana;1;;;;
;;;;Aankomah, A.;1;;;;;;;Australian And New Zealand Journal Of Public Health;1;Brazil;9;Universidad Complutense de Madrid;2;Fundación BBVA;1;Cambodia;1;;;;
;;;;Aassefa, N.;1;;;;;;;Australian Journal Of Political Science;1;Public Health;9;Universidad de Granada;2;Fundación para el Fomento en Asturias de la Investigación Científica Aplicada y la Tecnología;1;China;1;;;;
;;;;Acevedo, C.E.G.;1;;;;;;;BMC Family Practice;1;Risk Factor;9;Universidad del Pais Vasco;2;Government of Canada;1;Costa Rica;1;;;;
;;;;Acharya, R.;1;;;;;;;BMC Women S Health;1;Risk Factors;9;University of Ljubljana;2;Indian Council of Medical Research;1;Croatia;1;;;;
;;;;Adejimi, A.;1;;;;;;;Behavioral Sciences;1;Surveys And Questionnaires;9;London School of Hygiene &amp;;;;;;;;;
;;;;Adhikari, K.;1;;;;;;;Bioethics;1;Victim;9;University of the Western Cape;2;Intensive Care Society;1;Cyprus;1;;;;
;;;;Admaja, D.S.;1;;;;;;;Brain And Behavior;1;Women's Health;9;Haramaya University;2;Johns Hopkins University;1;Czech Republic;1;;;;
;;;;Ahmad, A.;1;;;;;;;Cambridge International Law Journal;1;Clinical Article;8;Population Council Ghana;2;Kenya Agricultural Research Institute;1;Denmark;1;;;;
;;;;Ahmad, J.;1;;;;;;;Ciencia E Saude Coletiva;1;Intimate Partner Violence Against Women;8;Universidad Pontificia de Salamanca;2;Kyoto University Research Coordination Alliance;1;Fiji;1;;;;
;;;;Aiello, M.F.;1;;;;;;;Civilistica Com;1;Offender;8;Universidade Estadual de Ciências da Saúde de Alagoas;2;Lakehead University;1;Hong Kong;1;;;;
;;;;Ait Boughima, F.;1;;;;;;;Climacteric;1;Practice Guideline;8;Melbourne School of Population and Global Health;2;London School of Economics and Political Science;1;Lithuania;1;;;;
;;;;Aizpurua, E.;1;;;;;;;Community Mental Health Journal;1;Pregnancy;8;Secretaria Municipal de Saúde de Belo Horizonte;1;London School of Hygiene and Tropical Medicine;1;Luxembourg;1;;;;
;;;;Akik, C.;1;;;;;;;Comparative Sociology;1;Sex Offenses;8;Kinsey Institute for Research in Sex;1;Lunds Universitet;1;Malaysia;1;;;;
;;;;Akinsola, O.J.;1;;;;;;;Conflict And Health;1;Women's Rights;8;Population Council;1;Medical Research Council;1;Morocco;1;;;;
;;;;Al-Alusi, N.A.;1;;;;;;;Crime And Delinquency;1;Aged;7;African Institute for Health and Development;1;Ministerio de Economía y Competitividad;1;Nepal;1;;;;
;;;;Alagözlü, N.;1;;;;;;;Criminology;1;Attitude To Health;7;Calgary Counselling Centre;1;Ministerio de EducaciÃ³n, Cultura y Deporte;1;New Zealand;1;;;;
;;;;Alencar, G.P.;1;;;;;;;Critical Review Of International Social And Political Philosophy;1;Cross-sectional Study;7;Population Council;1;Ministerio de Educación, Cultura y Deporte;1;Nigeria;1;;;;
;;;;Algovia, E.B.;1;;;;;;;Culture Health And Sexuality;1;Gender Equality;7;Instituto Superior de Ciências de Saúde - ISCISA High Institute for Health Sciences;1;Ministry of Culture and Sport;1;Palestine;1;;;;
;;;;Alonso, E.A.;1;;;;;;;Current HIV AIDS Reports;1;India;7;Reg. Director;1;Ministry of Higher Education, Malaysia;1;Panama;1;;;;
;;;;Alsaqer, L.;1;;;;;;;Current Sociology;1;Interviews As Topic;7;Asia Pacific Regional Office;1;Monash University;1;Senegal;1;;;;
;;;;Althoff, M.;1;;;;;;;Curriculo Sem Fronteiras;1;Physical Violence;7;Technical Division;1;National Institute for Health Research;1;Serbia;1;;;;
;;;;Alvarez, M.J.;1;;;;;;;Derecho Pucp;1;Sexual Crime;7;John Curtin International Institute;1;National Institute on Alcohol Abuse and Alcoholism;1;Sweden;1;;;;
;;;;Amin, A.;1;;;;;;;Economic Studies In Inequality Social Exclusion And Well Being;1;Spouse Abuse;7;Kutahya Health Sciences University;1;National Institute on Drug Abuse;1;Thailand;1;;;;
;;;;Amorim, M.H.C.;1;;;;;;;Education Policy Analysis Archives;1;Violence Against Women And Girls;7;Organización Panamericana de la Salud;1;National Institute on Minority Health and Health Disparities;1;Uganda;1;;;;
;;;;Amorim, T.;1;;;;;;;Enfermeria Global;1;Alcohol Consumption;6;Centro Universitário Ritter dos Reis;1;National Institutes of Health;1;United Arab Emirates;1;;;;
;;;;Amuyunzu-Nyamongo, M.;1;;;;;;;Equality Diversity And Inclusion;1;Content Analysis;6;Royal Women’s Hospital;1;National Research Council of Science and Technology;1;Uruguay;1;;;;
;;;;Andipatin, M.;1;;;;;;;Estudos De Psicologia Campinas;1;Crime;6;Universidad Federal de Santa Maria;1;National Science Foundation;1;Viet Nam;1;;;;
;;;;Ankomah, A.;1;;;;;;;European Journal Of Development Research;1;Cross-Sectional Studies;6;Ministry of Water Resources;1;Oxfam America;1;Zambia;1;;;;
;;;;Annan, J.;1;;;;;;;European Journal Of Obstetrics And Gynecology And Reproductive Biology;1;Education;6;Gynaecworld;1;Pontificia Universidad Católica de Chile;1;Undefined;11;;;;
;;;;Antić Gaber, M.;1;;;;;;;European Journal Of Women S Studies;1;Government;6;Regional Office for Latin America and the Caribbean;1;Population Council;1;;;;;;
;;;;Arboit, J.;1;;;;;;;Feminist Criminology;1;Health Knowledge, Attitudes, Practice;6;Universitary Hospital;1;Purdue Research Foundation;1;;;;;;
;;;;Arenas-Monreal, L.;1;;;;;;;Feminist Economics;1;Information Processing;6;Center for Research and Teaching in Economics;1;Social Sciences and Humanities Research Council of Canada;1;;;;;;
;;;;Arguedas, G.;1;;;;;;;Feminist Legal Studies;1;Reproductive Health;6;The YP Foundation;1;Stanford University;1;;;;;;
;;;;Arimatsu, L.;1;;;;;;;Feminist Theory;1;Women's Empowerment;6;Serra dos Órgãos University Center UNIFESO;1;TransCanada PipeLines Limited;1;;;;;;
;;;;Arya, I.F.D.;1;;;;;;;Frontiers In Psychology;1;Womens Status;6;Erenkoy Mental Health and Neurology Training and Research Hospital;1;TÃ¼rkiye Bilimsel ve Teknolojik AraÅtirma Kurumu;1;;;;;;
;;;;Asavei, M.A.;1;;;;;;;Gaceta Sanitaria;1;Australia;5;Beira Central Hospital;1;U.S. Department of Health and Human Services;1;;;;;;
;;;;Askola, H.;1;;;;;;;Gender And Language;1;Battered Woman;5;Ujamaa-Africa;1;UNICEF;1;;;;;;
;;;;Assefa, N.;1;;;;;;;Gender Place And Culture;1;Child Abuse;5;Conflict;1;United States Agency for International Development;1;;;;;;
;;;;Ateah, C.A.;1;;;;;;;Gender Technology And Development;1;Crime Victim;5;Multicultural Centre for Women's Health;1;Universitat de Barcelona;1;;;;;;
;;;;Avila, R.;1;;;;;;;Global Jurist;1;Crime Victims;5;The University of Kasnas;1;Universitat de ValÃ¨ncia;1;;;;;;
;;;;Aydın, A.;1;;;;;;;Global Public Health;1;Demography;5;Population Council;1;Universitat de València;1;;;;;;
;;;;Babins-Wagner, R.;1;;;;;;;Global Social Welfare;1;Emotional Abuse;5;Operational Research Unit;1;University Hospitals Bristol NHS Foundation Trust;1;;;;;;
;;;;Bachega, D.;1;;;;;;;Health And Social Care In The Community;1;Epidemiology;5;Operational Research Unit;1;University of Alberta;1;;;;;;
;;;;Badruddin, S.;1;;;;;;;Health Policy And Planning;1;Family Violence;5;Girls Not Brides;1;University of Bristol;1;;;;;;
;;;;Bagwell-Gray, M.E.;1;;;;;;;Health Promotion International;1;Femicide;5;Our Watch;1;University of Calgary;1;;;;;;
;;;;Bahadir-Yilmaz, E.;1;;;;;;;Health Promotion Journal Of Australia;1;Focus Groups;5;MAMTA Health Institute for Mother and Child;1;University of California, Irvine;1;;;;;;
;;;;Baiocchi, M.;1;;;;;;;Ikon;1;Gender-Based Violence;5;Population Council;1;University of Lethbridge;1;;;;;;
;;;;Bajenja, E.;1;;;;;;;Indian Journal Of Community Medicine;1;Latin America;5;IAIN Pontianak;1;University of Manitoba;1;;;;;;
;;;;Balogun, B.O.;1;;;;;;;Indian Journal Of Gender Studies;1;Perception;5;Government of Dubai;1;University of New Hampshire;1;;;;;;
;;;;Banaschak, S.;1;;;;;;;Interacao Em Psicologia;1;Police;5;Tuscan Interuniversity Centre;1;University of Regina;1;;;;;;
;;;;Barbosa, K.G.N.;1;;;;;;;Interface Communication Health Education;1;Priority Journal;5;Centre for Catalysing Change;1;University of Saskatchewan;1;;;;;;
;;;;Barón, S.;1;;;;;;;International Journal For Crime Justice And Social Democracy;1;Reproductive Rights;5;IAIN Cirebon;1;University of Winnipeg;1;;;;;;
;;;;Basar, F.;1;;;;;;;International Journal Of Human Rights;1;Semi Structured Interview;5;Ibiaçá;1;University of the Witwatersrand, Johannesburg;1;;;;;;
;;;;Basilio, M.;1;;;;;;;International Journal Of Innovation Creativity And Change;1;Sexism;5;International Rescue Committee;1;Univerzita Karlova v Praze;1;;;;;;
;;;;Batista, R.F.L.;1;;;;;;;International Journal Of Lifelong Education;1;Social Norm;5;Institute of Education and Research Teixeira Ramos;1;Vancouver Foundation;1;;;;;;
;;;;Bağatur, S.;1;;;;;;;International Journal Of Public Administration;1;Socioeconomic Factors;5;Instituto de Teoria e Pesquisa em Psicoterapia Cognitivo-comportamental;1;VetenskapsrÃ¥det;1;;;;;;
;;;;Becker Vieira, L.;1;;;;;;;International Journal Of Scientific And Technology Research;1;Socioeconomics;5;Gender and Development for Cambodia GADC;1;Vetenskapsrådet;1;;;;;;
;;;;Behm-Morawitz, E.;1;;;;;;;Iza Journal Of Development And Migration;1;Attitudes;4;Volunteer;1;Wellcome Trust;1;;;;;;
;;;;Beiras, A.;1;;;;;;;Journal Of Adolescent Health;1;Case Report;4;Kutahya Health Sciences University;1;Wings for Life;1;;;;;;
;;;;Bekker, L.G.;1;;;;;;;Journal Of Aggression Conflict And Peace Research;1;Follow Up;4;Izmir Democracy University;1;Women's College Hospital;1;;;;;;
;;;;Bellini, D.M.G.;1;;;;;;;Journal Of Family Violence;1;Gender Identity;4;Mental health Center;1;World Bank Group;1;;;;;;
;;;;Belso-Martínez, J.A.;1;;;;;;;Journal Of Human Growth And Development;1;Gender Violence;4;Desert Blue Connect;1;Undefined;133;;;;;;
;;;;Ben-Porat, A.;1;;;;;;;Journal Of International Women S Studies;1;HIV Infections;4;Beratungsstelle gegen sexualisierte Gewalt Bonn/Arbeitskreis Opferschutz Bonn/Rhein-Sieg;1;;;;;;;;
;;;;Berenguer, A.Z.;1;;;;;;;Journal Of Peacebuilding And Development;1;Human Immunodeficiency Virus Infection;4;Aksha Centre for Equity and Wellbeing in Mumbai;1;;;;;;;;
;;;;Bernardes, M.N.;1;;;;;;;Journal Of Prevention And Intervention In The Community;1;Language;4;Adolescent Health and Development;1;;;;;;;;
;;;;Bervian, G.;1;;;;;;;Journal Of School Violence;1;Media;4;Pillar of Hope Project;1;;;;;;;;
;;;;Bettiol, H.;1;;;;;;;Journal Of Sociology;1;Medline;4;International Youth Alliance for Family Planning;1;;;;;;;;
;;;;Bingenheimer, J.B.;1;;;;;;;Journal Of The International AIDS Society;1;Mental Disease;4;Youth Voices Count;1;;;;;;;;
;;;;Bjerregaard, B.;1;;;;;;;Juvenile And Family Court Journal;1;Middle Income Country;4;Prevention Collaborative;1;;;;;;;;
;;;;Blaker Strand, V.;1;;;;;;;Monatsschrift Fur Kriminologie Und Strafrechtsreform;1;Organization;4;UNFPA;1;;;;;;;;
;;;;Block, K.;1;;;;;;;Mundo Da Saude;1;Prevention;4;International Federation of Medical Students Association;1;;;;;;;;
;;;;Bogus, M.;1;;;;;;;Neotestamentica;1;Risk Assessment;4;Nepal Fertility Care Center NFCC;1;;;;;;;;
;;;;Bond, C.E.W.;1;;;;;;;Nora Nordic Journal Of Feminist And Gender Research;1;Sex Factor;4;Investigadora Especialista en Revisiones Sistemáticas;1;;;;;;;;
;;;;Borgman, R.;1;;;;;;;Papeles De Poblacion;1;Sex Factors;4;Mi Peru Primary Healthcare Center;1;;;;;;;;
;;;;Boscardin, C.;1;;;;;;;Papers;1;Sexual Partners;4;Instituto Nacional de Desarrollo Social de la Secretaría de Bienestar;1;;;;;;;;
;;;;Branscum, C.;1;;;;;;;Partner Abuse;1;Sexuality;4;Atatürk Üniversitesi;1;;;;;;;;
;;;;Breckenridge, J.;1;;;;;;;Peace And Conflict Studies;1;Spain;4;University of Bahrain;1;;;;;;;;
;;;;Breen, M.D.;1;;;;;;;Perspectives In Psychiatric Care;1;Statistics And Numerical Data;4;Westfälische Wilhelms-Universität Münster;1;;;;;;;;
;;;;Brooks, R.D.;1;;;;;;;Police Practice And Research;1;Trauma;4;University of Westminster;1;;;;;;;;
;;;;Brown, R.;1;;;;;;;Politics And Gender;1;Violence Against Women And Children;4;University of Johannesburg;1;;;;;;;;
;;;;Brustia, P.;1;;;;;;;Politix;1;Voice;4;Universidad de Castilla-La Mancha;1;;;;;;;;
;;;;Bueno, A.;1;;;;;;;Profesional De La Informacion;1;Women;4;Emory University;1;;;;;;;;
;;;;Bueno, A.H.;1;;;;;;;Psico Usf;1;Abortion;3;University of Pittsburgh School of Medicine;1;;;;;;;;
;;;;Bustamante, S.V.F.;1;;;;;;;Psicothema;1;Afghanistan;3;Universitat de Barcelona;1;;;;;;;;
;;;;Buttner, C.;1;;;;;;;Psychological Studies;1;Aggression;3;UNESCO United Nations Educational, Scientific and Cultural Organization;1;;;;;;;;
;;;;Caffe, S.;1;;;;;;;Psychology Of Popular Media Culture;1;Anxiety;3;Florida State University;1;;;;;;;;
;;;;Cala, M.J.;1;;;;;;;Psychology Of Women Quarterly;1;Attitude Of Health Personnel;3;Universiteit van Amsterdam;1;;;;;;;;
;;;;Camacho-Huber, A.V.;1;;;;;;;Qualitative Health Research;1;Battered Women;3;McGill University;1;;;;;;;;
;;;;Campbell, J.C.;1;;;;;;;Race And Class;1;Colombia;3;Universiteit Ghent, Faculteit Geneeskunde en Gezondheidswetenschappen;1;;;;;;;;
;;;;Campbell, O.M.R.;1;;;;;;;Race And Justice;1;Conflict;3;Universidad Andrés Bello;1;;;;;;;;
;;;;Candia-Zambrano, C.;1;;;;;;;Rechtsmedizin;1;Cultural Factor;3;Universidad de Magallanes;1;;;;;;;;
;;;;Casey, J.;1;;;;;;;Reproductive Health;1;Decision Making;3;The New School;1;;;;;;;;
;;;;Casique, I.;1;;;;;;;Research On Social Work Practice;1;Depression;3;Universiti Teknologi MARA;1;;;;;;;;
;;;;Castro, S.D.S.;1;;;;;;;Revista Argentina De Clinica Psicologica;1;Disability;3;New York City College of Technology;1;;;;;;;;
;;;;Cavalcante, J.C.;1;;;;;;;Revista Brasileira De Epidemiologia;1;Disabled Person;3;Ladoke Akintola University of Technology;1;;;;;;;;
;;;;Caño, A.;1;;;;;;;Revista Brasileira De Saude Materno Infantil;1;Disabled Persons;3;University of Arkansas - Fayetteville;1;;;;;;;;
;;;;Cebola, B.R.;1;;;;;;;Revista Colombiana De Educacion;1;Discourse Analysis;3;Universidade Federal de Alagoas;1;;;;;;;;
;;;;Ceccon, R.F.;1;;;;;;;Revista Colombiana De Psiquiatria;1;Domestic Violence Against Women;3;Kocaeli Üniversitesi Tip Fakültesi;1;;;;;;;;
;;;;Celum, C.L.;1;;;;;;;Revista Cubana De Salud Publica;1;Ecological Model;3;Universidade do Estado do Rio de Janeiro;1;;;;;;;;
;;;;Cezar Leal, S.M.;1;;;;;;;Revista Da Associacao Medica Brasileira;1;Ethics;3;University of Auckland;1;;;;;;;;
;;;;Chalasani, S.;1;;;;;;;Revista De Saude Publica;1;Ethnology;3;University of Pittsburgh Medical Center, Children's Hospital of Pittsburgh;1;;;;;;;;
;;;;Chandra-Mouli, V.;1;;;;;;;Revista Enfermagem;1;Funding;3;Université Toulouse - Jean Jaurès;1;;;;;;;;
;;;;Chaudhuri, S.;1;;;;;;;Revista Gerencia Y Politicas De Salud;1;Health Personnel Attitude;3;University of Missouri;1;;;;;;;;
;;;;Chaves, J.H.B.;1;;;;;;;Revista Iberoamericana De Diagnostico Y Evaluacion Psicologica;1;Health Promotion;3;Johns Hopkins Bloomberg School of Public Health;1;;;;;;;;
;;;;Chelwa, N.;1;;;;;;;Revista Latinoamericana De Psicologia;1;Homicide;3;University of Ibadan;1;;;;;;;;
;;;;Cheng, P.;1;;;;;;;Revue De Medecine Legale;1;Human Immunodeficiency Virus;3;University of Lagos;1;;;;;;;;
;;;;Cheung, A.K.L.;1;;;;;;;Security Dialogue;1;Human Relation;3;Yakin Doğu Üniversitesi;1;;;;;;;;
;;;;Chiu, T.Y.;1;;;;;;;Shircon 2019 2019 IEEE Sciences And Humanities International Research Conference;1;Humanizing Delivery;3;Johns Hopkins School of Nursing;1;;;;;;;;
;;;;Cimino, A.N.;1;;;;;;;Social Medicine;1;Istanbul Convention;3;The University of Hong Kong;1;;;;;;;;
;;;;Cochran, J.K.;1;;;;;;;Sociology Of Crime Law And Deviance;1;Kenya;3;Universidad de Oviedo;1;;;;;;;;
;;;;Colombini, M.;1;;;;;;;South African Journal On Human Rights;1;Leadership;3;The University of North Carolina at Charlotte;1;;;;;;;;
;;;;Copp, J.;1;;;;;;;Space And Culture India;1;Marriage;3;City University of New York;1;;;;;;;;
;;;;Correa-Chica, A.;1;;;;;;;Systematic Reviews;1;Married Woman;3;University of Missouri-Kansas City;1;;;;;;;;
;;;;Couto, T.M.;1;;;;;;;Terapia Psicologica;1;Masculinities;3;Universidad Cardenal Herrera-CEU;1;;;;;;;;
;;;;Coêlho, H.F.C.;1;;;;;;;Trends In Psychiatry And Psychotherapy;1;Men's Violence Against Women;3;University of South Florida, Tampa;1;;;;;;;;
;;;;Crempien, C.;1;;;;;;;Turkish Studies;1;Mental Health;3;University of Connecticut Hartford Campus;1;;;;;;;;
;;;;Crespo, A.F.C.;1;;;;;;;Universitas Psychologica;1;Meta Analysis;3;University of Zagreb;1;;;;;;;;
;;;;Cresswell, J.A.;1;;;;;;;Victims And Offenders;1;Mexico;3;Institut Catala de la Salut;1;;;;;;;;
;;;;Cruz-Arroyo, V.B.;1;;;;;;;Violence And Gender;1;Middle East;3;UNICEF;1;;;;;;;;
;;;;Cıcek, S.;1;;;;;;;Violence And Victims;1;Migrant;3;Vrije Universiteit Amsterdam;1;;;;;;;;
;;;;D'avila, S.;1;;;;;;;Women S Studies International Forum;1;Misogyny;3;Mercy College;1;;;;;;;;
;;;;Dalton, T.;1;;;;;;;Zeitschrift Fur Rechtssoziologie;1;Monitoring;3;The Australian National University;1;;;;;;;;
;;;;Dayton, R.;1;;;;;;;;;Multicenter Study;3;Ibn Sina Hospital, Agdal Rabat;1;;;;;;;;
;;;;De Albuquerque Cavalcanti Duarte, I.;1;;;;;;;;;Multilevel Analysis;3;University of Manitoba;1;;;;;;;;
;;;;De Campos, C.H.;1;;;;;;;;;Nicaragua;3;University of Minnesota Duluth;1;;;;;;;;
;;;;Undefined;2;;;;;;;;;Nonhuman;3;Chr. Michelsen Institute;1;;;;;;;;
