ACCESS TYPE;;YEAR;;AUTHOR NAME;;SUBJECT AREA;;DOCUMENT TYPE;;PUBLICATION STAGE;;SOURCE TITLE;;KEYWORD;;AFFILIATION;;FUNDING SPONSOR;;COUNTRY;;SOURCE TYPE;;LANGUAGE;
;;;;Dworkin, E.R.;2;;;;;;;International Journal Of Law And Psychiatry;2;Betacoronavirus;25;St. Olavs Hospital;4;American Association for the History of Medicine;1;Kuwait;1;;;;
;;;;East, L.;2;;;;;;;International Journal Of Offender Therapy And Comparative Criminology;2;India;25;University of California, San Francisco;4;American Cancer Society;1;Lithuania;1;;;;
;;;;Eldridge, S.;2;;;;;;;JAMA Internal Medicine;2;Cultural Contexts;24;University of Illinois at Chicago;4;American College of Veterinary Internal Medicine;1;Malta;1;;;;
;;;;Fagerlund, M.;2;;;;;;;JAMA Journal Of The American Medical Association;2;Disease Association;24;Columbia University Irving Medical Center;4;American Philological Association;1;Montenegro;1;;;;
;;;;Ferrer, R.L.;2;;;;;;;JPMA The Journal Of The Pakistan Medical Association;2;Marriage;24;University of New Hampshire Durham;4;Arts South Australia;1;Mozambique;1;;;;
;;;;Fisher, C.;2;;;;;;;Journal Of Aggression Conflict And Peace Research;2;Pregnancy;24;Université du Québec à Montréal;4;Association pour la Recherche sur le Cancer;1;Nicaragua;1;;;;
;;;;Garfin, D.R.;2;;;;;;;Journal Of Child And Family Studies;2;Police;23;University of Minnesota Twin Cities;4;Associação Fundo de Incentivo à Pesquisa;1;Palestine;1;;;;
;;;;Garza, A.D.;2;;;;;;;Journal Of Critical Reviews;2;Social Isolation;23;Massachusetts General Hospital;4;AstraZeneca;1;Papua New Guinea;1;;;;
;;;;Giesbrecht, C.J.;2;;;;;;;Journal Of Development Economics;2;Social Status;23;University of Cambridge;4;Ateneo de Manila University;1;Philippines;1;;;;
;;;;Goodmark, L.;2;;;;;;;Journal Of Ethnic And Cultural Diversity In Social Work;2;Social Support;23;Royal Women's Hospital, Carlton;4;Australian Communications Consumer Action Network;1;Romania;1;;;;
;;;;Goodson, A.;2;;;;;;;Journal Of Human Trafficking;2;Middle Aged;22;Inserm;3;Australian Rotary Health;1;Saudi Arabia;1;;;;
;;;;Gregory, A.;2;;;;;;;Journal Of Loss And Trauma;2;Exposure To Violence;21;University of Tennessee Health Science Center;3;Babol University of Medical Sciences;1;Senegal;1;;;;
;;;;Griffiths, C.;2;;;;;;;Journal Of Social Service Research;2;Health Care Policy;20;Baylor College of Medicine;3;Blue Cross and Blue Shield Association;1;Slovakia;1;;;;
;;;;Gupta, J.;2;;;;;;;Journal Of Social Work Practice;2;Homicide;20;Radboud University Nijmegen Medical Centre;3;Boston College;1;Tajikistan;1;;;;
;;;;Hamilton, D.;2;;;;;;;Journal Of Sociology;2;Human Tissue;20;London School of Economics and Political Science;3;Bristol-Myers Squibb;1;Tanzania;1;;;;
;;;;Harris, E.;2;;;;;;;Paediatric And Perinatal Epidemiology;2;Mother;20;University of Texas at San Antonio;3;Canada Foundation for Innovation;1;Timor-Leste;1;;;;
;;;;Healey, L.;2;;;;;;;Pakistan Journal Of Medical Sciences;2;Women's Health;20;University of Pennsylvania Perelman School of Medicine;3;Canada Research Chairs;1;Ukraine;1;;;;
;;;;Heinze, J.E.;2;;;;;;;Pediatric Research;2;Womens Status;20;Towson University;3;Canterbury Christ Church University;1;United Arab Emirates;1;;;;
;;;;Hesketh, T.;2;;;;;;;Pediatrics;2;Attitude;19;Iowa State University;3;Canterbury Medical Research Foundation;1;Uzbekistan;1;;;;
;;;;Hetling, A.;2;;;;;;;Psychiatry Research;2;COVID-19;19;Brigham Young University;3;Caplan Foundation for Early Childhood;1;Zambia;1;;;;
;;;;Hoge, G.L.;2;;;;;;;Psychoneuroendocrinology;2;Childhood Adversity;19;City University of New York;3;Catholic University of America;1;Undefined;25;;;;
;;;;Howell, A.;2;;;;;;;Psychotherapies;2;China;19;University of South Florida, Tampa;3;Center for Mental Health Services;1;;;;;;
;;;;Husso, M.;2;;;;;;;Public Health;2;Crime;19;Medizinische Universitat Innsbruck;3;Center for Neuroscience and Regenerative Medicine;1;;;;;;
;;;;Hutchinson, M.;2;;;;;;;Race And Justice;2;Government;19;The Australian National University;3;Chinese University of Hong Kong;1;;;;;;
;;;;Infanti, J.J.;2;;;;;;;Review Of Economics Of The Household;2;Health Care Access;19;University of Newcastle, Australia;3;Chulalongkorn University;1;;;;;;
;;;;Ingham, C.;2;;;;;;;Science;2;Health Survey;19;Tampereen Yliopisto;3;Commonwealth Scholarship Commission;1;;;;;;
;;;;Johnson, J.D.;2;;;;;;;Shiraz E Medical Journal;2;Intervention/treatment;19;RMIT University;3;Congressionally Directed Medical Research Programs;1;;;;;;
;;;;Johnson, M.;2;;;;;;;Social Psychiatry And Psychiatric Epidemiology;2;Quarantine;19;Georgia State University;3;Consejo Nacional de Ciencia y TecnologÃ­a;1;;;;;;
;;;;Kamody, R.C.;2;;;;;;;Social Work With Groups;2;Risk Factors;19;University of Hawaiʻi at Mānoa;3;Conselho Nacional de Desenvolvimento CientÃ­fico e TecnolÃ³gico;1;;;;;;
;;;;Katerndahl, D.A.;2;;;;;;;Women And Birth;2;Sex Difference;19;University of Florida;3;Conselho Nacional de Desenvolvimento Científico e Tecnológico;1;;;;;;
;;;;Kidman, R.;2;;;;;;;Women And Health;2;United Kingdom;19;Universidade Federal de Sao Paulo;3;Coordenação de Aperfeiçoamento de Pessoal de Nível Superior;1;;;;;;
;;;;Kim, M.E.;2;;;;;;;World Development;2;Aggression;18;University of Pittsburgh;3;Cornell University;1;;;;;;
;;;;Kohler, H.P.;2;;;;;;;40th Asian Conference On Remote Sensing Acrs 2019 Amp Amp Amp Amp Amp Amp Quot Progress Of Remote Sensing Technology For Smart Future Amp Amp Amp Amp Amp Amp Quot;1;Alcohol Consumption;18;University of Kentucky;3;Danmarks Frie Forskningsfond;1;;;;;;
;;;;Kuskoff, E.;2;;;;;;;AIDS And Behavior;1;Anxiety Disorder;18;University of Michigan School of Public Health;3;Deakin University;1;;;;;;
;;;;Kwan, J.;2;;;;;;;Academic Journal Of Interdisciplinary Studies;1;Battered Women;18;Università degli Studi di Napoli Federico II;3;Department for Child Protection and Family Support;1;;;;;;
;;;;Kwon, I.;2;;;;;;;Acta Biomedica;1;Editorial;18;Tulane University;3;Department of Human Services;1;;;;;;
;;;;Lampe, A.;2;;;;;;;Acta Medica Portuguesa;1;Alcohol And Drugs;17;University of New England Australia;3;Department of Local Government and Communities, Government of Western Australia;1;;;;;;
;;;;Lecci, L.;2;;;;;;;Acta Neuropsychiatrica;1;Children Exposed To Domestic Violence;17;Maastricht University;3;Deutsche Forschungsgemeinschaft;1;;;;;;
;;;;Lewis, N.V.;2;;;;;;;Addictive Behaviors;1;Follow Up;17;Syddansk Universitet;3;Directorate-General for Economic and Financial Affairs;1;;;;;;
;;;;Loxton, D.;2;;;;;;;Aggressive Behavior;1;Health Care Personnel;17;University of Maryland;3;EkstraStiftelsen Helse og Rehabilitering (Stiftelsen Dam);1;;;;;;
;;;;Lynch, K.R.;2;;;;;;;Ajp Reports;1;Patient Referral;17;Appalachian State University;3;Elizabeth Glaser Pediatric AIDS Foundation;1;;;;;;
;;;;Lysova, A.;2;;;;;;;Alternative Law Journal;1;Perceptions Of Domestic Violence;17;Texas A&amp;;;;;;;;;
;;;;MacManus, D.;2;;;;;;;American Journal Of Criminal Justice;1;Personal Experience;17;Barts and The London School of Medicine and Dentistry;3;FP7 Ideas: European Research Council;1;;;;;;
;;;;Mason, M.;2;;;;;;;American Journal Of Family Therapy;1;Semi Structured Interview;17;New York University;3;Florida Department of Health;1;;;;;;
;;;;McGorrery, P.;2;;;;;;;American Journal Of Men S Health;1;Violence Against Women;17;University of Central Florida;3;Fonds de Recherche du QuÃ©bec - SantÃ©;1;;;;;;
;;;;McMahon, M.;2;;;;;;;American Journal Of Preventive Medicine;1;Adolescence;16;Indiana University-Purdue University Indianapolis;3;Fonds de Recherche du QuÃ©bec-SociÃ©tÃ© et Culture;1;;;;;;
;;;;Mengo, C.;2;;;;;;;American Journal Of Psychiatry;1;Battered Woman;16;University of Cincinnati;3;Foundation for the National Institutes of Health;1;;;;;;
;;;;Menon, S.V.;2;;;;;;;American Review Of Public Administration;1;Household;16;University of Southampton;3;Fujian Medical University;1;;;;;;
;;;;Messing, J.T.;2;;;;;;;Annals Of Work Exposures And Health;1;Letter;16;Royal Children's Hospital, Melbourne;3;Fundamental Research Funds of China West Normal University;1;;;;;;
;;;;Metheny, N.;2;;;;;;;Anthrozoos;1;Pregnant Woman;16;The University of Alabama at Birmingham;3;FundaÃ§Ã£o Estadual de Amparo Ã  Pesquisa do Estado do EspÃ­rito Santo;1;;;;;;
;;;;Meyer, S.;2;;;;;;;Anuario Colombiano De Historia Social Y De La Cultura;1;Suicide;16;University of California, Los Angeles;3;FundaÃ§Ã£o de Amparo Ã  Pesquisa do Estado de Minas Gerais;1;;;;;;
;;;;Morgan, R.;2;;;;;;;Applied Health Economics And Health Policy;1;Wellbeing;16;Universidad de Granada;3;Fundação de Amparo à Pesquisa do Estado de São Paulo;1;;;;;;
;;;;Morrison, C.N.;2;;;;;;;Archives Of Women S Mental Health;1;Anything Related To Domestic Violence;15;University of Memphis;3;Gay and Lesbian Medical Association;1;;;;;;
;;;;Murray, C.;2;;;;;;;Area;1;Disclosure Of Domestic Violence;15;South African Medical Research Council;3;Generalitat de Catalunya;1;;;;;;
;;;;Narvey, C.;2;;;;;;;Arthritis Care And Research;1;Educational Status;15;University of Southern California;3;Government of Canada;1;;;;;;
;;;;Ni, Y.;2;;;;;;;Asia Pacific Journal Of Public Health;1;Gender Based Violence;15;University of Missouri-St. Louis;3;Government of the United Kingdom;1;;;;;;
;;;;Notko, M.;2;;;;;;;Assessment;1;Help Seeking Behavior;15;University of South Florida St. Petersburg;3;H2020 Future and Emerging Technologies;1;;;;;;
;;;;O'Connor, A.;2;;;;;;;Australian And New Zealand Journal Of Criminology;1;Law Enforcement;15;University of Alberta;3;H2020 Marie SkÅodowska-Curie Actions;1;;;;;;
;;;;Oertelt-Prigione, S.;2;;;;;;;Australian And New Zealand Journal Of Psychiatry;1;Mental Health And Violence;15;University of Nevada, Las Vegas;3;Haruv Institute;1;;;;;;
;;;;Parsell, C.;2;;;;;;;BJOG An International Journal Of Obstetrics And Gynaecology;1;Reproductive Health;15;RTI International;3;Health Research;1;;;;;;
;;;;Piquero, A.R.;2;;;;;;;BMC Medicine;1;Social Work;15;Université Laval;3;Health Research Council of New Zealand;1;;;;;;
;;;;Pitt, K.;2;;;;;;;BMJ Clinical Research Ed;1;Stress;15;University of Cape Coast Ghana;3;Health and Family Planning Commission of Jiangxi Province;1;;;;;;
;;;;Pokharel, R.;2;;;;;;;BMJ Global Health;1;Trauma;15;South Australian Health and Medical Research Institute;3;Hebrew University of Jerusalem;1;;;;;;
;;;;Procentese, F.;2;;;;;;;BMJ Open;1;Unemployment;15;Barts Health NHS Trust;3;Honeywell Hometown Solutions;1;;;;;;
;;;;Pun, K.D.;2;;;;;;;BMJ Paediatrics Open;1;Age;14;Safe Horizon;2;Horowitz Foundation for Social Policy;1;;;;;;
;;;;Ravi, K.E.;2;;;;;;;Bangladesh Journal Of Medical Science;1;Alcohol;14;Police University College of Finland;2;Hunter Medical Research Institute;1;;;;;;
;;;;Reid, J.A.;2;;;;;;;British Dental Journal;1;Case Report;14;Provincial Association of Transition Houses and Services of Saskatchewan PATHS;2;Icahn School of Medicine at Mount Sinai;1;;;;;;
;;;;Renzetti, C.M.;2;;;;;;;British Journal Of General Practice;1;Child Neglect;14;Centre for the Study of Social and Legal Responses to Violence;2;Inter-American Development Bank;1;;;;;;
;;;;Riedl, D.;2;;;;;;;British Journal Of Nursing Mark Allen Publishing;1;Child Protection;14;Telethon Kids Institute;2;Jacobs Foundation;1;;;;;;
;;;;Rodriguez, L.M.;2;;;;;;;British Journal Of Oral And Maxillofacial Surgery;1;Health Service;14;Case Western Reserve University;2;Johns Hopkins University;1;;;;;;
;;;;Sachmann, M.;2;;;;;;;British Journal Of Social Work;1;Human Rights;14;Kansas State University;2;Junta de Extremadura;1;;;;;;
;;;;Saito, A.;2;;;;;;;CMAJ;1;Incidence;14;University of Illinois at Urbana-Champaign;2;King's College Hospital NHS Foundation Trust;1;;;;;;
;;;;Sanchez-Vives, M.V.;2;;;;;;;Cadernos De Saude Publica;1;Mental Stress;14;Humboldt-Universität zu Berlin;2;King's College London;1;;;;;;
;;;;Sapkota, D.;2;;;;;;;Casopis Pro Pravni Vedu A Praxi;1;Poverty;14;Lapin Yliopisto;2;La Trobe University;1;;;;;;
;;;;Seon, J.;2;;;;;;;Central European Journal Of Nursing And Midwifery;1;Retrospective Study;14;International Food Policy Research Institute;2;Leverhulme Trust;1;;;;;;
;;;;Seymour, K.;2;;;;;;;Chest;1;Skill;14;Pennsylvania State University;2;Loma Linda University;1;;;;;;
;;;;Sharp, C.;2;;;;;;;Child And Adolescent Psychiatry And Mental Health;1;Substance Use;14;Stellenbosch University;2;Lotto New Zealand;1;;;;;;
;;;;Siller, L.;2;;;;;;;Children S Health Care;1;Abuse;13;Universitat de Barcelona;2;Mauritius Research Council;1;;;;;;
;;;;Slater, M.;2;;;;;;;Clinical Psychology Review;1;Domestic Abuse;13;University of Nevada, Reno;2;Ministarstvo Prosvete, Nauke i TehnoloÅ¡kog Razvoja;1;;;;;;
;;;;Sohal, A.H.;2;;;;;;;Clinical Social Work Journal;1;Drug Dependence;13;Instituto Nacional de Psiquiatría Ramon de la Fuente;2;Ministerio de Ciencia TecnologÃ­a y Telecomunicaciones;1;;;;;;
;;;;Spangaro, J.;2;;;;;;;Cogitare Enfermagem;1;Ethnicity;13;Universiti Kebangsaan Malaysia;2;Ministerio de Ciencia e Innovación;1;;;;;;
;;;;Sparrow, K.;2;;;;;;;Collegian;1;Mental Health Service;13;University of Calgary;2;Ministerio de Ciencia y TecnologÃ­a;1;;;;;;
;;;;Spencer, C.M.;2;;;;;;;Communication Studies;1;Narrative;13;Georgetown University School of Medicine;2;Ministerio de Economía y Competitividad;1;;;;;;
;;;;Stanley, N.;2;;;;;;;Contemporary Family Therapy;1;Social Behavior;13;McGill University;2;Ministerio de EducaciÃ³n, Cultura y Deporte;1;;;;;;
;;;;Stark, L.;2;;;;;;;Crime Prevention And Community Safety;1;Substance Abuse;13;Bar-Ilan University;2;Ministry of Education, Science and Technology;1;;;;;;
;;;;Stephenson, R.;2;;;;;;;Criminal Behaviour And Mental Health;1;Thematic Analysis;13;Chinese University of Hong Kong;2;Ministry of Health, State of Israel;1;;;;;;
;;;;Stith, S.M.;2;;;;;;;Criminal Justice Policy Review;1;Attention;12;Helsingin Yliopisto;2;MinistÃ©rio da SaÃºde;1;;;;;;
;;;;Stuart, G.L.;2;;;;;;;Criminal Justice Studies;1;Caregiver;12;The George Washington University;2;Mississippi State University;1;;;;;;
;;;;Taft, A.;2;;;;;;;Criminology And Public Policy;1;Children;12;The Ohio State University;2;NIHR Imperial Biomedical Research Centre;1;;;;;;
;;;;Thomas, K.A.;2;;;;;;;Cultural Diversity And Ethnic Minority Psychology;1;Coping Behavior;12;The University of Manchester;2;NIHR School for Primary Care Research;1;;;;;;
;;;;Tiwari, A.;2;;;;;;;Culture Health And Sexuality;1;Criminal Justice;12;Vanderbilt University;2;NSW Health;1;;;;;;
;;;;Tonsing, J.;2;;;;;;;Current Issues In Criminal Justice;1;Fear;12;Zhejiang University;2;National Alliance for Research on Schizophrenia and Depression;1;;;;;;
;;;;Trawöger, I.;2;;;;;;;Demokratizatsiya;1;Husband;12;Cleveland State University;2;National Center for Injury Prevention and Control;1;;;;;;
;;;;Van Den Broek, N.;2;;;;;;;Dental Traumatology;1;Married Woman;12;Hong Kong Sanatorium and Hospital;2;National Centre for Atmospheric Science;1;;;;;;
;;;;Wamser-Nanney, R.;2;;;;;;;Deutsche Medizinische Wochenschrift;1;Mortality Rate;12;Royal Melbourne Hospital;2;National Institute for Social Care and Health Research;1;;;;;;
;;;;Wang, X.;2;;;;;;;Development And Psychopathology;1;Muslim;12;University of Missouri;2;National Institute of Diabetes and Digestive and Kidney Diseases;1;;;;;;
;;;;Undefined;4;;;;;;;Development In Practice;1;PTSD;12;Simmons University;2;Undefined;519;;;;;;
