ACCESS TYPE;;YEAR;;AUTHOR NAME;;SUBJECT AREA;;DOCUMENT TYPE;;PUBLICATION STAGE;;SOURCE TITLE;;KEYWORD;;AFFILIATION;;FUNDING SPONSOR;;COUNTRY;;SOURCE TYPE;;LANGUAGE;
;;;;Wachs, S.;3;Psychology;120;;;;;Youth And Society;3;Questionnaire;31;University of the Sunshine Coast;4;National Institute of Mental Health;2;Czech Republic;6;;;;
;;;;Wang, P.;3;Social Sciences;117;;;;;ACM International Conference Proceeding Series;2;Internet;26;Universidade de Lisboa;4;National Institute of Nursing Research;2;Finland;6;;;;
;;;;Wang, X.;3;;;;;;;Aggressive Behavior;2;Gender;23;Universidad de Murcia;3;National Institutes of Health;2;Netherlands;6;;;;
;;;;Winks, N.;3;;;;;;;Anadolu Psikiyatri Dergisi;2;Adolescence;21;Shanxi University;3;National Science Foundation;2;Poland;6;;;;
;;;;Arensman, E.;2;;;;;;;Asian Journal Of Psychiatry;2;Risk Factor;20;University of Valencia;3;Public Health Agency of Canada;2;Iran;5;;;;
;;;;Baiden, P.;2;;;;;;;Comunicar;2;Social Networking (online);20;Chinese University of Hong Kong;3;University Grants Commission;2;Taiwan;5;;;;
;;;;Balakrishnan, V.;2;;;;;;;Current Psychology;2;Prevalence;19;The University of Texas at Arlington;3;UniversitÃ¤t Potsdam;2;Japan;4;;;;
;;;;Berne, S.;2;;;;;;;Deviant Behavior;2;Priority Journal;19;Utrecht University;3;Academy of Finland;1;Chile;3;;;;
;;;;Betts, L.R.;2;;;;;;;Educational Psychology;2;Psychology;19;Linköpings universitet;3;British Academy;1;Cyprus;3;;;;
;;;;Bjereld, Y.;2;;;;;;;European Journal Of Developmental Psychology;2;School;18;City University of Hong Kong;3;Centers for Disease Control and Prevention;1;France;3;;;;
;;;;Buelga, S.;2;;;;;;;International Journal Of Adolescent Medicine And Health;2;Social Network;17;Uniwersytet im. Adama Mickiewicza w Poznaniu;3;China Scholarship Council;1;Hungary;3;;;;
;;;;Campbell, M.;2;;;;;;;International Journal Of Advanced Trends In Computer Science And Engineering;2;Aggression;16;Universidad de Zaragoza;3;Chinese University of Hong Kong;1;Jordan;3;;;;
;;;;Cava, M.J.;2;;;;;;;International Journal Of Mental Health And Addiction;2;Cross-sectional Study;16;Universidad de Almeria;3;Chongqing Postdoctoral Science Special Foundation;1;Norway;3;;;;
;;;;Cañas, E.;2;;;;;;;International Journal Of School And Educational Psychology;2;Victimization;16;University of Toronto;3;ComisiÃ³n Nacional de InvestigaciÃ³n CientÃ­fica y TecnolÃ³gica;1;Saudi Arabia;3;;;;
;;;;Chang, Y.P.;2;;;;;;;Journal Of Affective Disorders;2;Humans;15;Macquarie University;3;Deanship of Scientific Research, King Saud University;1;South Africa;3;;;;
;;;;Charalampous, K.;2;;;;;;;Journal Of Aggression Maltreatment And Trauma;2;Review;15;Universität Potsdam;3;Department of Health, Australian Government;1;Thailand;3;;;;
;;;;Chen, J.K.;2;;;;;;;Journal Of Child And Family Studies;2;Sex Difference;15;Università degli Studi di Firenze;3;Deutsche Forschungsgemeinschaft;1;United Arab Emirates;3;;;;
;;;;Chen, Y.L.;2;;;;;;;Journal Of Medical Internet Research;2;Violence;15;Shanghai Jiao Tong University;3;Education Endowment Foundation;1;Viet Nam;3;;;;
;;;;Choi, J.;2;;;;;;;Multimedia Systems;2;Students;14;Universidad Miguel Hernandez de Elche;3;Endocrine Society of Australia;1;Bangladesh;2;;;;
;;;;Chun, J.S.;2;;;;;;;Neuropsychiatrie De L Enfance Et De L Adolescence;2;Anxiety;13;Freie Universität Berlin;3;European Research Council;1;Brazil;2;;;;
;;;;Cochran, J.K.;2;;;;;;;New Media And Society;2;Crime Victim;12;University of Cambridge;3;Excellent Young Talents Fund Program of Higher Education Institutions of Anhui Province;1;Nigeria;2;;;;
;;;;Cosma, A.;2;;;;;;;Plos One;2;High School Student;12;Università degli Studi di Roma La Sapienza;3;Faculty of Public Health, Mahidol University;1;Pakistan;2;;;;
;;;;Craig, W.;2;;;;;;;Proceedings Of The International Conference On Intelligent Computing And Control Systems Iciccs 2020;2;Internet Addiction;12;Asia University Taiwan;3;Federación Española de Enfermedades Raras;1;Russian Federation;2;;;;
;;;;Cronin, M.;2;;;;;;;Psychological Reports;2;Machine Learning;12;Ashkelon Academic College;3;Fondo Nacional de Desarrollo CientÃ­fico, TecnolÃ³gico y de InnovaciÃ³n TecnolÃ³gica;1;Argentina;1;;;;
;;;;Demetrovics, Z.;2;;;;;;;Psychology In The Schools;2;Moral Disengagement;12;Portuguese Foundation for Science and Technology;2;Gobierno del Principado de Asturias;1;Austria;1;;;;
;;;;Dennehy, R.;2;;;;;;;School Mental Health;2;Peer Group;12;Kaohsiung Municipal Kai-Syuan Psychiatric Hospital;2;Govan Mbeki Research and Development Centrem, University of Fort Hare;1;Belgium;1;;;;
;;;;Edwards, A.;2;;;;;;;Social Semiotics;2;Self Report;12;Steven and Alexandra Cohen Children's Medical Center of New York;2;Guangdong Planning Office of Philosophy and Social Science;1;Colombia;1;;;;
;;;;Edwards, L.;2;;;;;;;Substance Use And Misuse;2;Student;12;Università degli Studi di Padova;2;Horizon 2020 Framework Programme;1;Costa Rica;1;;;;
;;;;Estévez, E.;2;;;;;;;2020 International Conference On Computer Communication And Informatics Iccci 2020;1;Crime Victims;11;Ewha Womans University;2;Humanities and Social Science Fund of Ministry of Education of China;1;Denmark;1;;;;
;;;;Extremera, N.;2;;;;;;;Academic Pediatrics;1;Cybervictimization;11;Thapar Institute of Engineering &amp;;;;;;;;;
;;;;Frisén, A.;2;;;;;;;American Journal Of Orthopsychiatry;1;Juvenile;11;Brock University;2;Lupina Foundation;1;Honduras;1;;;;
;;;;Garaigordobil, M.;2;;;;;;;Annales Medico Psychologiques;1;Prevention;11;Ursinus College;2;Magyar TudomÃ¡nyos AkadÃ©mia;1;Kenya;1;;;;
;;;;García-Fernández, J.M.;2;;;;;;;Arabian Journal For Science And Engineering;1;Self Esteem;11;Virginia Commonwealth University;2;Mahidol University;1;Kuwait;1;;;;
;;;;Georgiou, S.;2;;;;;;;Archives Of Disease In Childhood Education And Practice Edition;1;Child Parent Relation;10;Instituto Superior Técnico;2;Ministerio de Ciencia e Innovación;1;Mexico;1;;;;
;;;;González-Cabrera, J.;2;;;;;;;Archives Of Psychiatric Nursing;1;Disease Association;10;South China Normal University;2;Ministerio de EconomÃ­a y Competitividad;1;Myanmar;1;;;;
;;;;Griffiths, M.D.;2;;;;;;;Archivos Argentinos De Pediatria;1;Empathy;10;University of Wisconsin-Eau Claire;2;Ministry of Defence;1;Oman;1;;;;
;;;;Gwiazdowicz, D.J.;2;;;;;;;Australasian Journal Of Information Systems;1;Morality;10;Universidad de Oviedo;2;Ministry of Education;1;Paraguay;1;;;;
;;;;Hong, J.S.;2;;;;;;;Autism;1;School Child;10;Louisiana State University;2;Ministry of Education, Culture, Sports, Science and Technology;1;Peru;1;;;;
;;;;Howell, C.J.;2;;;;;;;BMC Psychiatry;1;Schools;10;University of South Florida, Tampa;2;Ministry of Electronics and Information technology;1;Philippines;1;;;;
;;;;Hunter, S.C.;2;;;;;;;BMC Public Health;1;Spain;10;The University of Texas at El Paso;2;National Aerospace Science Foundation of China;1;Romania;1;;;;
;;;;Kashy-Rosenbaum, G.;2;;;;;;;BMJ Open;1;Clinical Article;9;National University of Ireland Galway;2;National Research Foundation of Korea;1;Serbia;1;;;;
;;;;Kaur, M.;2;;;;;;;Behavioral Psychology Psicologia Conductual;1;High School;9;Murdoch Children's Research Institute;2;National Social Science Fund Youth Project;1;Switzerland;1;;;;
;;;;Kim, J.;2;;;;;;;Behaviour And Information Technology;1;Perception;9;Wayne State University;2;Natural Science Foundation of Zhejiang Province;1;Zimbabwe;1;;;;
;;;;Kircaburun, K.;2;;;;;;;Biological Rhythm Research;1;Psychological Well-being;9;Chosun University;2;Nottingham Trent University;1;Undefined;4;;;;
;;;;Li, D.J.;2;;;;;;;British Journal Of General Practice;1;Young Population;9;Queensland University of Technology QUT;2;Office of the Higher Education Commission;1;;;;;;
;;;;Liu, C.;2;;;;;;;British Journal Of Guidance And Counselling;1;Adolescent Behavior;8;Tampereen Yliopisto;2;Once Upon A Time Foundation;1;;;;;;
;;;;Liu, Z.;2;;;;;;;Child Abuse And Neglect;1;Adolescent Health;8;National Sun Yat-Sen University Taiwan;2;Queen Mary University of London;1;;;;;;
;;;;Marín-López, I.;2;;;;;;;Child Psychiatry And Human Development;1;Chinese;8;Kaohsiung Medical University;2;Regione Autonoma Friuli Venezia Giulia;1;;;;;;
;;;;Meaney, S.;2;;;;;;;Cogent Social Sciences;1;Crime;8;Mahidol University;2;Renmin University of China;1;;;;;;
;;;;Menesini, E.;2;;;;;;;Communications In Computer And Information Science;1;Demography;8;King Saud University;2;Robert Wood Johnson Foundation;1;;;;;;
;;;;Molcho, M.;2;;;;;;;Community Dentistry And Oral Epidemiology;1;Mental Disease;8;University of Florida;2;Royal Australasian College of Physicians;1;;;;;;
;;;;Muniz, C.N.;2;;;;;;;Community Mental Health Journal;1;Self-esteem;8;University of Waterloo;2;Royal Children's Hospital Foundation;1;;;;;;
;;;;Nasaescu, E.;2;;;;;;;Computers And Education;1;Social Support;8;National Suicide Research Foundation Ireland;2;Royal Society;1;;;;;;
;;;;Ortega-Barón, J.;2;;;;;;;Computers And Security;1;Systematic Review;8;Peking University;2;Royal Swedish Academy of Sciences;1;;;;;;
;;;;Patchin, J.W.;2;;;;;;;Concurrency Computation;1;Traditional Bullying;8;Florida International University;2;Schweizerischer Nationalfonds zur FÃ¶rderung der Wissenschaftlichen Forschung;1;;;;;;
;;;;Pickett, W.;2;;;;;;;Crime And Delinquency;1;Deep Learning;7;Queen's University, Kingston;2;SecretarÃ­a de Estado de Investigacion, Desarrollo e Innovacion;1;;;;;;
;;;;Shan, Z.;2;;;;;;;Criminal Justice Policy Review;1;Health Behavior;7;Monash University;2;Semmelweis Egyetem;1;;;;;;
;;;;Singh, A.;2;;;;;;;Current Opinion In Pediatrics;1;Public Health;7;University of Southern Queensland;2;Seoul National University of Education;1;;;;;;
;;;;Sourander, A.;2;;;;;;;Cyberpsychology;1;Self Concept;7;Institute for Psychology, Budapest;2;Social Sciences and Humanities Research Council of Canada;1;;;;;;
;;;;Stavrinides, P.;2;;;;;;;Educational Research;1;Social Behavior;7;Universiti Teknologi Malaysia;2;Spanish Ministry of Science, Innovation and Universities;1;;;;;;
;;;;Tadeo, S.K.;2;;;;;;;European Journal Of Ageing;1;Structural Equation Modeling;7;East China Normal University;2;Strategic Research Council;1;;;;;;
;;;;Talwar, V.;2;;;;;;;European Journal Of Psychology Applied To Legal Context;1;Suicidal Ideation;7;Faculdade de Medicina, Universidade de Lisboa;2;Svenska Kulturfonden;1;;;;;;
;;;;Thornberg, R.;2;;;;;;;Forensische Psychiatrie Psychologie Kriminologie;1;Teacher;7;UCL;2;Sylvia and Charles Viertel Charitable Foundation;1;;;;;;
;;;;Walsh, S.D.;2;;;;;;;Gender In Management;1;Wellbeing;7;University of Canberra;2;TyÃ¶suojelurahasto;1;;;;;;
;;;;Yen, C.F.;2;;;;;;;Health Psychology Open;1;Anxiety Disorder;6;Universidade de Macau;2;U.S. Army;1;;;;;;
;;;;Yuan, G.;2;;;;;;;Healthcare Quarterly Toronto Ont;1;Awareness;6;Angelo State University;2;U.S. Department of Education;1;;;;;;
;;;;Yun, I.;2;;;;;;;Heliyon;1;Behavioral Research;6;Duzce University;2;U.S. Department of Justice;1;;;;;;
;;;;Abad-Segura, E.;1;;;;;;;Human Brain Mapping;1;Bystanders;6;University of Strathclyde;2;Universidad de Córdoba;1;;;;;;
;;;;Abaido, G.M.;1;;;;;;;Humanities And Social Sciences Reviews;1;Children;6;Dublin City University;2;Universidad de La Sabana;1;;;;;;
;;;;Abbott, J.A.M.;1;;;;;;;IEEE Transactions On Learning Technologies;1;College Student;6;University College Cork;2;Universidad de Oviedo;1;;;;;;
;;;;Abdeljawad, T.;1;;;;;;;Indian Growth And Development Review;1;Cyber Victimization;6;Eötvös Loránd University;2;Universidad de Sevilla;1;;;;;;
;;;;Abreu, L.D.P.d.;1;;;;;;;Indian Journal Of Pediatrics;1;Cybercrime;6;University of Tokyo;2;Universidad del Rosario;1;;;;;;
;;;;Adawiyah, S.R.;1;;;;;;;Indonesian Journal Of Electrical Engineering And Computer Science;1;Education;6;Turun Yliopistollinen Keskussairaala;2;Universiti Teknologi Malaysia;1;;;;;;
;;;;Adebayo, D.O.;1;;;;;;;Integration Of Education;1;Effect Size;6;Royal Children's Hospital, Melbourne;2;University College London;1;;;;;;
;;;;Adediran, A.O.;1;;;;;;;Interactive Learning Environments;1;Friend;6;University of Melbourne;2;University of Glasgow;1;;;;;;
;;;;Adesman, A.;1;;;;;;;International Conference On Emerging Trends In Information Technology And Engineering Ic Etite 2020;1;Gender Identity;6;Instituto Universitário de Lisboa ISCTE-IUL;2;University of Guelph;1;;;;;;
;;;;Adiyanti, M.G.;1;;;;;;;International Criminal Justice Review;1;Learning Systems;6;Universidad de Santiago de Compostela;2;University of Miami;1;;;;;;
;;;;Aggarwal, A.;1;;;;;;;International Journal Of Clinical And Health Psychology;1;Loneliness;6;University of Ottawa, Canada;2;University of Southern Queensland;1;;;;;;
;;;;Agrawal, S.;1;;;;;;;International Journal Of Developmental Sciences;1;Longitudinal Study;6;University of Malaya;2;UniversitÃ¤t Wien;1;;;;;;
;;;;Ahmad, H.;1;;;;;;;International Journal Of Inclusive Education;1;Offender;6;University of California, Santa Barbara;2;Xunta de Galicia;1;;;;;;
;;;;Ahmed, A.;1;;;;;;;International Journal Of Information Security And Privacy;1;Personal Experience;6;University of Minnesota Twin Cities;2;Yangtze University;1;;;;;;
;;;;Al Qudah, M.F.;1;;;;;;;International Journal Of Instruction;1;Reliability;6;Texas State University;2;Undefined;210;;;;;;
;;;;Al-Barashdi, H.S.;1;;;;;;;International Journal Of Law Crime And Justice;1;Risk Factors;6;London School of Hygiene &amp;;;;;;;;;
;;;;Al-Jabali, D.;1;;;;;;;International Journal Of Offender Therapy And Comparative Criminology;1;Social Interaction;6;US Naval Academy;2;;;;;;;;
;;;;Al-Khadher, M.A.;1;;;;;;;International Journal Of Psychosocial Rehabilitation;1;Social Status;6;Hasanuddin University;2;;;;;;;;
;;;;Al-Rahmi, W.M.;1;;;;;;;International Journal Of Public Health;1;Suicidal Behavior;6;University of Cyprus;2;;;;;;;;
;;;;Al-Shams, W.K.;1;;;;;;;International Journal Of Scientific And Technology Research;1;Surveys And Questionnaires;6;Hue University;2;;;;;;;;
;;;;Al-Tawil, T.N.e.;1;;;;;;;International Review Of Psychiatry;1;Teachers;6;Kaohsiung Medical University Chung-Ho Memorial Hospital;2;;;;;;;;
;;;;Al-Tkhayneh, K.M.;1;;;;;;;Investigacion Clinica Venezuela;1;University Students;6;Shanghai Mental Health Center;2;;;;;;;;
;;;;Albursan, I.S.;1;;;;;;;Journal Of Adolescence;1;Age;5;Leshan Teachers College;2;;;;;;;;
;;;;Alcaine, P.B.;1;;;;;;;Journal Of Anxiety Disorders;1;Alcohol Consumption;5;Uniwersytet Przyrodniczy w Poznaniu;2;;;;;;;;
;;;;Alcober, G.I.;1;;;;;;;Journal Of Children And Media;1;Bystander;5;Necmettin Erbakan Üniversitesi;2;;;;;;;;
;;;;Aldraiweesh, A.A.;1;;;;;;;Journal Of Clinical Psychiatry;1;Child Abuse;5;Universite Paris-Saclay;2;;;;;;;;
;;;;Ali Fauzi, M.;1;;;;;;;Journal Of Community Health;1;Cyberbullying Victimization;5;Ankara Yildirim Beyazit University;2;;;;;;;;
;;;;Ali, B.;1;;;;;;;Journal Of Consulting And Clinical Psychology;1;Ethnicity;5;University of Iceland;1;;;;;;;;
;;;;Allen, E.;1;;;;;;;Journal Of Criminal Justice;1;Gender Differences;5;Kriminologische Zentralstelle KrimZ;1;;;;;;;;
;;;;Allison, K.;1;;;;;;;Journal Of Critical Reviews;1;Harassment;5;Oranim Academic College of Education;1;;;;;;;;
;;;;Allison, K.R.;1;;;;;;;Journal Of Diversity In Higher Education;1;High Risk Behavior;5;Four Winds Hospital;1;;;;;;;;
;;;;Almomani, H.;1;;;;;;;Journal Of Early Adolescence;1;Human Computer Interaction;5;Buchholz High School;1;;;;;;;;
;;;;Alonso, C.;1;;;;;;;Journal Of Financial Crime;1;Interpersonal Communication;5;Brigade de protection des mineurs;1;;;;;;;;
;;;;Alonso-Fernandez, C.;1;;;;;;;Journal Of Health Psychology;1;Mental Disorder;5;ElevateU;1;;;;;;;;
;;;;Alqahtani, S.;1;;;;;;;Journal Of Health Research;1;Middle School Student;5;University of the West;1;;;;;;;;
;;;;Alrobai, A.;1;;;;;;;Journal Of Human Ecology;1;Nonhuman;5;Fundación para la Salud Materno Infantil FUNDASAMIN;1;;;;;;;;
;;;;Alturki, U.;1;;;;;;;Journal Of New Approaches In Educational Research;1;Personality;5;University of Public Health;1;;;;;;;;
;;;;Amarah, A.;1;;;;;;;Journal Of Obesity;1;Posttraumatic Stress Disorder;5;National College of Business Administration and Economics;1;;;;;;;;
;;;;Andershed, H.;1;;;;;;;Journal Of Physics Conference Series;1;Problematic Internet Use;5;Mehran University of Engineering Technology;1;;;;;;;;
;;;;Andrada, A.V.;1;;;;;;;Journal Of Research In Personality;1;Psychological Aspect;5;Center for Innovative Public Health Research;1;;;;;;;;
;;;;Andreadis, A.;1;;;;;;;Journal Of School Health;1;Scoring System;5;Singapore Children’s Society;1;;;;;;;;
;;;;Ansariadi, A.;1;;;;;;;Journal Of School Nursing;1;Social Media Platforms;5;Institute of Economic Sciences;1;;;;;;;;
;;;;Ansary, N.S.;1;;;;;;;Journal Of School Psychology;1;Social Networking Sites;5;Kriminologisches Forschungsinstitut;1;;;;;;;;
;;;;Anwar, A.;1;;;;;;;Journal Of Supercomputing;1;Social Psychology;5;Nanjing Institute of Industry Technology;1;;;;;;;;
;;;;Aoyama, I.;1;;;;;;;Journal Of The American Academy Of Child And Adolescent Psychiatry;1;Substance Use;5;Langfang Teachers University;1;;;;;;;;
;;;;Arabnia, H.R.;1;;;;;;;Lancet Child And Adolescent Health;1;Suicide;5;University Lusofona;1;;;;;;;;
;;;;Arató, N.;1;;;;;;;Language Resources And Evaluation;1;Symptom;5;Technical and Artistic University of Paraguay;1;;;;;;;;
;;;;Araújo, A.F.d.;1;;;;;;;Lecture Notes In Computer Science Including Subseries Lecture Notes In Artificial Intelligence And Lecture Notes In Bioinformatics;1;Theoretical Study;5;Universitas Lancang Kuning;1;;;;;;;;
;;;;Ardenghi, T.M.;1;;;;;;;Lecture Notes In Electrical Engineering;1;Twitter;5;Basque Government;1;;;;;;;;
;;;;Arnarsson, A.;1;;;;;;;Library Philosophy And Practice;1;Validity;5;Nigerian Institute of Advanced Legal Studies;1;;;;;;;;
;;;;Arpaci, I.;1;;;;;;;Libri;1;Verbal Hostility;5;Ernst-Abbe-Hochschule Jena;1;;;;;;;;
;;;;Attar-Schwartz, S.;1;;;;;;;Lifetech 2020 2020 IEEE 2nd Global Conference On Life Sciences And Technologies;1;Video Game;5;MSB Medical School Berlin;1;;;;;;;;
;;;;Auemaneekul, N.;1;;;;;;;Multimodal Technologies And Interaction;1;Young Adult;5;University College TATI;1;;;;;;;;
;;;;Augustine, L.;1;;;;;;;Neurology Psychiatry And Brain Research;1;Adolescent Depression;4;Children Services at Ministry of Family and Social Policies;1;;;;;;;;
;;;;Austin, D.W.;1;;;;;;;Pastoral Care In Education;1;Attitude;4;University of Community Health;1;;;;;;;;
;;;;Azevedo, M.S.;1;;;;;;;Pediatric Clinics Of North America;1;Avoidance Behavior;4;Deakin University;1;;;;;;;;
;;;;Azzopardi, P.S.;1;;;;;;;Pediatrics In Review;1;China;4;Sant Baba Bhag Singh University;1;;;;;;;;
;;;;Bagga, S.;1;;;;;;;Pediatrics International;1;Classification (of Information);4;Haringey;1;;;;;;;;
;;;;Baguley, T.;1;;;;;;;Peer To Peer Networking And Applications;1;Comparative Study;4;University of Medicine 1;1;;;;;;;;
;;;;Bai, Q.;1;;;;;;;Perfiles Educativos;1;Correlation Analysis;4;Centre for School Development;1;;;;;;;;
;;;;Bai, S.;1;;;;;;;Personality And Individual Differences;1;Cross-Sectional Studies;4;Chorleywood Health Centre;1;;;;;;;;
;;;;Baier, D.;1;;;;;;;Perspectives In Public Health;1;Cyberaggression;4;Project Atitude Positiva;1;;;;;;;;
;;;;Bakar, A.R.A.;1;;;;;;;Pixel Bit Revista De Medios Y Educacion;1;Cyberbullying Detection;4;Hanoi - Amsterdam High School for the Gifted;1;;;;;;;;
;;;;Bakhiet, S.F.A.;1;;;;;;;Policing;1;Cyberbullying Perpetration;4;Ministry of Health and Sports;1;;;;;;;;
;;;;Bakioğlu, F.;1;;;;;;;Procedia Computer Science;1;Cyberbystander;4;Zürcher Hochschule für angewandte;1;;;;;;;;
;;;;Baliram Chavan, S.;1;;;;;;;Proceedings Of The 4th International Conference On Computing Methodologies And Communication Iccmc 2020;1;Disease Severity;4;Netaji Subhas University of Technology;1;;;;;;;;
;;;;Baloğlu, M.;1;;;;;;;Psychiatry Psychotherapy And Clinical Psychology;1;Educational Status;4;Institut d’Assitència Sanitària;1;;;;;;;;
;;;;Balta, S.;1;;;;;;;Psychology Of Violence;1;Emotion Regulation;4;Association for Children;1;;;;;;;;
;;;;Barida, M.;1;;;;;;;Public Health;1;Epidemiology;4;Netaji Subhas University of Technology;1;;;;;;;;
;;;;Baroncelli, A.;1;;;;;;;Quality Of Life Research;1;Family;4;Monon Psychiatric Hospital;1;;;;;;;;
;;;;Baso, Y.S.;1;;;;;;;Regional Anesthesia And Pain Medicine;1;Fear;4;Bureau of Social Welfare and Public Health;1;;;;;;;;
;;;;Bawalsah, J.A.;1;;;;;;;Research Papers In Education;1;Game Addiction;4;département de criminologie;1;;;;;;;;
;;;;Başdaş, Ö.;1;;;;;;;Revista Brasileira De Enfermagem;1;Health Survey;4;Datatech Information Technology I.T. Solutions Ltd;1;;;;;;;;
;;;;Undefined;1;;;;;;;Revista Chilena De Pediatria;1;High School Students;4;SafeToNet Ltd.;1;;;;;;;;
