ACCESS TYPE;;YEAR;;AUTHOR NAME;;SUBJECT AREA;;DOCUMENT TYPE;;PUBLICATION STAGE;;SOURCE TITLE;;KEYWORD;;AFFILIATION;;FUNDING SPONSOR;;COUNTRY;;SOURCE TYPE;;LANGUAGE;
;;;;Boyd, B.;1;;;;;;;Personality And Individual Differences;1;Attitude;3;Ministry of Education China;1;;;;;;;;
;;;;Boyer, M.P.;1;;;;;;;Psicothema;1;Cyberbullying;3;New Mexico State University;1;;;;;;;;
;;;;Buiten, D.;1;;;;;;;Sexual Abuse Journal Of Research And Treatment;1;Demography;3;Universidad Jaume I;1;;;;;;;;
;;;;Bukenya, J.N.;1;;;;;;;Sexual And Relationship Therapy;1;Disease Association;3;University of West Bohemia;1;;;;;;;;
;;;;Burić, J.;1;;;;;;;Sociology;1;Education;3;Univerzita Palackého v Olomouci;1;;;;;;;;
;;;;Cala, V.C.;1;;;;;;;Sport Management Review;1;Gender Identity;3;The University of Texas at Arlington;1;;;;;;;;
;;;;Carvalho, A.L.;1;;;;;;;Tropical Medicine And International Health;1;Humans;3;Arizona State University;1;;;;;;;;
;;;;Carvalho, F.;1;;;;;;;;;Letter;3;Middle East Technical University METU;1;;;;;;;;
;;;;Carvalho, S.;1;;;;;;;;;Masculinity;3;Iowa State University;1;;;;;;;;
;;;;Cattelino, E.;1;;;;;;;;;Pornography;3;NC State University;1;;;;;;;;
;;;;Chatzinikolaou, A.;1;;;;;;;;;Revenge Porn;3;Johns Hopkins University;1;;;;;;;;
;;;;Chen, Y.;1;;;;;;;;;Risk Factor;3;Medical University-Varna;1;;;;;;;;
;;;;Chirumbolo, A.;1;;;;;;;;;School;3;El Colegio de Mexico, A.C.;1;;;;;;;;
;;;;Choukas-Bradley, S.;1;;;;;;;;;Sexual And Gender Minority;3;University of Wisconsin-Eau Claire;1;;;;;;;;
;;;;Christensen, L.S.;1;;;;;;;;;Sexual Harassment;3;University of Ibadan;1;;;;;;;;
;;;;Clancy, E.;1;;;;;;;;;Sexual Violence;3;City University of New York;1;;;;;;;;
;;;;Clancy, E.M.;1;;;;;;;;;Surveys And Questionnaires;3;Lomonosov Moscow State University;1;;;;;;;;
;;;;Confalonieri, E.;1;;;;;;;;;Text Messaging;3;Hospital de São Marcos;1;;;;;;;;
;;;;Cooke, J.E.;1;;;;;;;;;Victim;3;The Warren Alpert Medical School;1;;;;;;;;
;;;;Cromeans, E.M.;1;;;;;;;;;Adolescent Sexual Behavior;2;University of Minnesota Duluth;1;;;;;;;;
;;;;Crossman, A.M.;1;;;;;;;;;Anxiety Disorder;2;Sechenov First Moscow State Medical University;1;;;;;;;;
;;;;Cuccì, G.;1;;;;;;;;;Behavioral Research;2;University of Mississippi;1;;;;;;;;
;;;;Dalouh, R.;1;;;;;;;;;Bisexual Male;2;Université de Sherbrooke;1;;;;;;;;
;;;;Darcy, K.M.;1;;;;;;;;;Canada;2;Università degli Studi di Torino;1;;;;;;;;
;;;;De Marez, L.;1;;;;;;;;;Child Pornography;2;University of Bedfordshire;1;;;;;;;;
;;;;Del Rey, R.;1;;;;;;;;;Coercion;2;Uniwersytet im. Adama Mickiewicza w Poznaniu;1;;;;;;;;
;;;;Demirtaş, E.T.;1;;;;;;;;;College Student;2;VA Medical Center;1;;;;;;;;
;;;;Dodaj, A.;1;;;;;;;;;Crime Victim;2;Florida International University;1;;;;;;;;
;;;;Dolev-Cohen, M.;1;;;;;;;;;Cybercrime;2;Yale Child Study Center;1;;;;;;;;
;;;;Drossos, A.;1;;;;;;;;;Dating Violence;2;Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej;1;;;;;;;;
;;;;Drouin, M.;1;;;;;;;;;Dick Pics;2;University of Pittsburgh;1;;;;;;;;
;;;;Dziekan, M.;1;;;;;;;;;Drawing;2;University of Wroclaw;1;;;;;;;;
;;;;Eaton, A.A.;1;;;;;;;;;Emerging Adults;2;Sichuan University;1;;;;;;;;
;;;;Eger, L.;1;;;;;;;;;Empathy;2;Radboud University Nijmegen;1;;;;;;;;
;;;;Evans, R.;1;;;;;;;;;Ethnic Group;2;Universidad de Almeria;1;;;;;;;;
;;;;Fabris, M.A.;1;;;;;;;;;Exploratory Research;2;University of Zadar;1;;;;;;;;
;;;;Fawzi, W.W.;1;;;;;;;;;Follow Up;2;Coventry University;1;;;;;;;;
;;;;Fisher, H.E.;1;;;;;;;;;Grooming;2;The University of North Carolina System;1;;;;;;;;
;;;;Fix, R.L.;1;;;;;;;;;Heterosexuality;2;University of New England Australia;1;;;;;;;;
;;;;Flora, J.;1;;;;;;;;;High School;2;Rhode Island Hospital;1;;;;;;;;
;;;;Ford, M.A.;1;;;;;;;;;Insomnia;2;Yale School of Medicine;1;;;;;;;;
;;;;Fred, J.B.;1;;;;;;;;;Mediation;2;Fundacao Universitaria do ABC, Faculdade de Medicina do ABC;1;;;;;;;;
;;;;Fuelscher, I.;1;;;;;;;;;Normal Human;2;Chinese Academy of Sciences;1;;;;;;;;
;;;;Fuller-Tyszkiewicz, M.;1;;;;;;;;;Online Harassment;2;UniversitatsSpital Zurich;1;;;;;;;;
;;;;Garaigordobil, M.;1;;;;;;;;;Parent;2;University of Central Arkansas;1;;;;;;;;
;;;;Garcia, J.R.;1;;;;;;;;;Pornography Use;2;Flinders University;1;;;;;;;;
;;;;Garcia, J.R.;1;;;;;;;;;Privacy;2;University of Surrey;1;;;;;;;;
;;;;García, C.G.;1;;;;;;;;;Psychology;2;Bradley Hasbro Children's Research Center;1;;;;;;;;
;;;;Gassó, A.M.;1;;;;;;;;;Qualitative;2;Centers for Disease Control and Prevention;1;;;;;;;;
;;;;Georgiades, K.;1;;;;;;;;;Qualitative Analysis;2;Universitat Autònoma de Barcelona;1;;;;;;;;
;;;;Gesselman, A.N.;1;;;;;;;;;Qualitative Research;2;Università Cattolica del Sacro Cuore;1;;;;;;;;
;;;;Gil-Llario, M.D.;1;;;;;;;;;Regression Analysis;2;University of Massachusetts Boston;1;;;;;;;;
;;;;Golden, B.L.;1;;;;;;;;;Schools;2;University of Arkansas for Medical Sciences;1;;;;;;;;
;;;;Guwatudde, D.;1;;;;;;;;;Sexism;2;The University of North Carolina at Chapel Hill;1;;;;;;;;
;;;;Hall, M.;1;;;;;;;;;Sextortion;2;Sam Houston State University;1;;;;;;;;
;;;;Hallford, D.J.;1;;;;;;;;;Sexual Double Standard;2;University of Wisconsin School of Medicine and Public Health;1;;;;;;;;
;;;;Harder, S.K.;1;;;;;;;;;Sexual Education;2;University of Michigan, Ann Arbor;1;;;;;;;;
;;;;Harris, A.J.;1;;;;;;;;;Sexual Intercourse;2;McMaster University, Faculty of Health Sciences;1;;;;;;;;
;;;;Harvey, C.A.;1;;;;;;;;;Sexual Partners;2;University of Oxford;1;;;;;;;;
;;;;Harvey, T.A.;1;;;;;;;;;Smartphones;2;Universidad del Pais Vasco;1;;;;;;;;
;;;;Hernández, M.P.;1;;;;;;;;;Spain;2;University of Malaya;1;;;;;;;;
;;;;Hinduja, S.;1;;;;;;;;;Structural Equation Modeling;2;University of California, Santa Barbara;1;;;;;;;;
;;;;Hoff, R.A.;1;;;;;;;;;Structured Questionnaire;2;Aarhus Universitet;1;;;;;;;;
;;;;Hong, S.;1;;;;;;;;;Substance Use;2;University of Oklahoma Health Sciences Center;1;;;;;;;;
;;;;Howard, D.;1;;;;;;;;;Theoretical Study;2;Massachusetts General Hospital;1;;;;;;;;
;;;;Hudson, H.;1;;;;;;;;;United States;2;Oak Ridge Institute for Science and Education;1;;;;;;;;
;;;;Ioannou, M.;1;;;;;;;;;Videorecording;2;Texas State University;1;;;;;;;;
;;;;Isabirye, N.;1;;;;;;;;;Violence;2;Københavns Universitet;1;;;;;;;;
;;;;Jerinić, S.;1;;;;;;;;;Youth Culture;2;University of Cambridge;1;;;;;;;;
;;;;Jimenez, D.E.;1;;;;;;;;;Abortion;1;London School of Hygiene &amp;;;;;;;;;
;;;;Kim, S.;1;;;;;;;;;Adolescent Pregnancy;1;University of Notre Dame Australia;1;;;;;;;;
;;;;Kopecky, K.;1;;;;;;;;;Africa;1;Connecticut Mental Health Center;1;;;;;;;;
;;;;Kraus, S.W.;1;;;;;;;;;Age;1;McMaster University;1;;;;;;;;
;;;;Laghi, F.;1;;;;;;;;;Age Distribution;1;University of Nevada, Las Vegas;1;;;;;;;;
;;;;Lamb, S.;1;;;;;;;;;Andalucia;1;University of Wisconsin-Madison;1;;;;;;;;
;;;;Lavis, T.;1;;;;;;;;;Attachment;1;University of Huddersfield;1;;;;;;;;
;;;;Lee, J.R.;1;;;;;;;;;Attention;1;Università degli Studi di Roma La Sapienza;1;;;;;;;;
;;;;Leeners, B.;1;;;;;;;;;Attitude Toward Sexting;1;Harvard T.H. Chan School of Public Health;1;;;;;;;;
;;;;Letourneau, E.J.;1;;;;;;;;;Attitudes;1;University of Seville;1;;;;;;;;
;;;;Lievens, E.;1;;;;;;;;;Avoidance Behavior;1;University of Massachusetts Lowell;1;;;;;;;;
;;;;Liu, X.;1;;;;;;;;;Awareness;1;Universitat Internacional de Catalunya;1;;;;;;;;
;;;;Lloyd, J.;1;;;;;;;;;Behavior;1;University of Zagreb, Faculty of Philosophy;1;;;;;;;;
;;;;Longobardi, C.;1;;;;;;;;;Belgium;1;Makerere University;1;;;;;;;;
;;;;Losilla, J.M.;1;;;;;;;;;Body Dissatisfaction;1;International University of La Rioja;1;;;;;;;;
;;;;Lowry, R.;1;;;;;;;;;Body Image;1;Università della Valle d'Aosta;1;;;;;;;;
;;;;Lu, N.;1;;;;;;;;;Body Image Self-consciousness;1;University of Mostar;1;;;;;;;;
;;;;Lu, Y.;1;;;;;;;;;Body Self-esteem;1;Federal University, Otuoke;1;;;;;;;;
;;;;Lucić, M.;1;;;;;;;;;Bullying;1;VA Connecticut Healthcare System;1;;;;;;;;
;;;;Ly, A.;1;;;;;;;;;Bystanders;1;Donald and Barbara Zucker School of Medicine at Hofstra/Northwell;1;;;;;;;;
;;;;López-González, E.;1;;;;;;;;;Care Behavior;1;Niger Delta University;1;;;;;;;;
;;;;Maas, M.K.;1;;;;;;;;;Caregiver;1;Rutgers School of Criminal Justice;1;;;;;;;;
;;;;Maheux, A.J.;1;;;;;;;;;Case Report;1;Southwest University;1;;;;;;;;
;;;;Maloney, M.;1;;;;;;;;;Cell Phone Use;1;Purdue University Fort Wayne;1;;;;;;;;
;;;;Mandau, M.B.H.;1;;;;;;;;;Child Abuse;1;Lenoir-Rhyne University;1;;;;;;;;
;;;;Marcotte, A.S.;1;;;;;;;;;Child Exploitation Material;1;;;;;;;;;;
;;;;Mark, L.;1;;;;;;;;;Child Protection;1;;;;;;;;;;
;;;;Marshall, A.;1;;;;;;;;;Child Sexual Abuse;1;;;;;;;;;;
;;;;Martin-Storey, A.;1;;;;;;;;;Child Sexual Abuse Material;1;;;;;;;;;;
;;;;McGinley, M.;1;;;;;;;;;Children;1;;;;;;;;;;
;;;;Mckinlay, T.;1;;;;;;;;;Citizenship;1;;;;;;;;;;
;;;;Meskunas, H.;1;;;;;;;;;Clinical Article;1;;;;;;;;;;
;;;;Milanaik, R.L.;1;;;;;;;;;Clinical Evaluation;1;;;;;;;;;;
;;;;Misiak, M.;1;;;;;;;;;Cluster Analysis;1;;;;;;;;;;
;;;;Molla-Esparza, C.;1;;;;;;;;;Clusters Analysis;1;;;;;;;;;;
;;;;Montiel, I.;1;;;;;;;;;Coach-athlete Relationships;1;;;;;;;;;;
;;;;Montoya-Castilla, I.;1;;;;;;;;;Cohort Analysis;1;;;;;;;;;;
;;;;Morell-Mengual, V.;1;;;;;;;;;Communication Privacy Management;1;;;;;;;;;;
;;;;Morelli, M.;1;;;;;;;;;Comparative Study;1;;;;;;;;;;
;;;;Moreno, M.A.;1;;;;;;;;;Computer-mediated Communication;1;;;;;;;;;;
;;;;Moritz, D.;1;;;;;;;;;Computer-mediated Sexual Communication;1;;;;;;;;;;
;;;;Morselli, D.;1;;;;;;;;;Condom Use;1;;;;;;;;;;
;;;;Mueller‐johnson, K.;1;;;;;;;;;Conduct Disorder;1;;;;;;;;;;
;;;;Naezer, M.;1;;;;;;;;;Consent;1;;;;;;;;;;
;;;;Nakafeero, M.;1;;;;;;;;;Contextual Safeguarding;1;;;;;;;;;;
;;;;Needham, J.;1;;;;;;;;;Control;1;;;;;;;;;;
;;;;Nesi, J.;1;;;;;;;;;Convenience Sample;1;;;;;;;;;;
;;;;Nguyen, T.T.T.;1;;;;;;;;;Counseling;1;;;;;;;;;;
;;;;Niehuis, S.;1;;;;;;;;;Crime Victims;1;;;;;;;;;;
;;;;Nikolova, S.P.;1;;;;;;;;;Criminal Behavior;1;;;;;;;;;;
;;;;Ojeda, M.;1;;;;;;;;;Criminal Law;1;;;;;;;;;;
;;;;Okumu, M.;1;;;;;;;;;Cross-cultural Study;1;;;;;;;;;;
;;;;Undefined;1;;;;;;;;;Cultura Digital;1;;;;;;;;;;
